xErr	yErr	zErr	oErr	inX	inY	inZ	inO	MS	v_time	flag	
0	0	0	0	0	0	0	0	101740	101715	0	
0	0	0	0	0	0	0	0	101770	101765	0	
0	0	0	0	0	0	0	0	101830	101799	0	
0	0	0	0	0	0	0	0	101859	101830	0	
0	0	0	0	0	0	0	0	101890	101877	0	
0	0	0	0	0	0	0	0	101920	101903	0	
0	0	0	0	0	0	0	0	101950	101924	0	
0	0	0	0	0	0	0	0	102010	102003	0	
0	0	0	0	0	0	0	0	102040	102032	0	
0	0	0	0	0	0	0	0	102070	102032	0	
0	0	0	0	0	0	0	0	102130	102112	0	
0	0	0	0	0	0	0	0	102160	102159	0	
0	0	0	0	0	0	0	0	102190	102183	0	
0	0	0	0	0	0	0	0	102220	102183	0	
0	0	0	0	0	0	0	0	102250	102246	0	
0	0	0	0	0	0	0	0	102310	102304	0	
0	0	0	0	0	0	0	0	102340	102304	0	
0	0	0	0	0	0	0	0	102370	102346	0	
0	0	0	0	0	0	0	0	102430	102425	0	
0	0	0	0	0	0	0	0	102460	102446	0	
0	0	0	0	0	0	0	0	102490	102484	0	
0	0	0	0	0	0	0	0	102519	102506	0	
0	0	0	0	0	0	0	0	102550	102529	0	
0	0	0	0	0	0	0	0	102609	102602	0	
0	0	0	0	0	0	0	0	102640	102634	0	
0	0	0	0	0	0	0	0	102670	102657	0	
0	0	0	0	0	0	0	0	102730	102717	0	
0	0	0	0	0	0	0	0	102760	102743	0	
0	0	0	0	0	0	0	0	102790	102782	0	
0	0	0	0	0	0	0	0	102819	102782	0	
0	0	0	0	0	0	0	0	102849	102845	0	
3.73574	0.771569	0.52058	-0.0720958	0.1	0.0382618	0.00556185	0	103881	103803	0	
3.73574	0.771569	0.52058	-0.0720958	0.1	0.0382618	0.00556185	0	103911	103803	0	
3.31438	0.702692	0.544674	-0.0682884	0.1	0.0389947	0.00656203	0	103940	103937	0	
3.31438	0.702692	0.544674	-0.0682884	0.1	0.0389947	0.00656203	0	103971	103959	0	
3.31438	0.702692	0.544674	-0.0682884	0.1	0.0389947	0.00656203	0	104001	103959	0	
3.31438	0.702692	0.544674	-0.0682884	0.1	0.0389947	0.00656203	0	104031	104024	0	
3.31438	0.702692	0.544674	-0.0682884	0.1	0.0389947	0.00656203	0	104061	104045	0	
3.31438	0.702692	0.544674	-0.0682884	0.1	0.0389947	0.00656203	0	104092	104045	0	
3.32532	0.683324	0.552028	-0.06845	0.1	0.04108	0.00664098	0	104121	104095	0	
3.32532	0.683324	0.552028	-0.06845	0.1	0.04108	0.00664098	0	104151	104130	0	
3.32532	0.683324	0.552028	-0.06845	0.1	0.04108	0.00664098	0	104181	104167	0	
3.32532	0.683324	0.552028	-0.06845	0.1	0.04108	0.00664098	0	104211	104189	0	
3.32202	0.673607	0.557127	-0.0681912	0.1	0.040511	0.00670907	0	104241	104221	0	
3.32202	0.673607	0.557127	-0.0681912	0.1	0.040511	0.00670907	0	104271	104221	0	
3.32202	0.673607	0.557127	-0.0681912	0.1	0.040511	0.00670907	0	104301	104272	0	
3.32202	0.673607	0.557127	-0.0681912	0.1	0.040511	0.00670907	0	104330	104272	0	
3.32202	0.673607	0.557127	-0.0681912	0.1	0.040511	0.00670907	0	104361	104339	0	
3.32202	0.673607	0.557127	-0.0681912	0.1	0.040511	0.00670907	0	104391	104373	0	
3.3364	0.67347	0.572576	-0.0651061	0.1	0.0402793	0.00687088	0	104421	104394	0	
3.3364	0.67347	0.572576	-0.0651061	0.1	0.0402793	0.00687088	0	104451	104431	0	
3.3364	0.67347	0.572576	-0.0651061	0.1	0.0402793	0.00687088	0	104481	104466	0	
3.3364	0.67347	0.572576	-0.0651061	0.1	0.0402793	0.00687088	0	104511	104494	0	
