xErr	yErr	zErr	oErr	inX	inY	inZ	inO	MS	v_time	flag	
0	0	0	0	0	0	0	0	20014	19985	0	
0	0	0	0	0	0	0	0	20044	20017	0	
0	0	0	0	0	0	0	0	20074	20045	0	
0	0	0	0	0	0	0	0	20104	20076	0	
0	0	0	0	0	0	0	0	20134	20109	0	
0	0	0	0	0	0	0	0	20165	20142	0	
0	0	0	0	0	0	0	0	20224	20198	0	
0	0	0	0	0	0	0	0	20254	20230	0	
0	0	0	0	0	0	0	0	20284	20262	0	
0	0	0	0	0	0	0	0	20344	20326	0	
0	0	0	0	0	0	0	0	20374	20358	0	
0	0	0	0	0	0	0	0	20404	20389	0	
0	0	0	0	0	0	0	0	20434	20421	0	
0	0	0	0	0	0	0	0	20463	20452	0	
0	0	0	0	0	0	0	0	20524	20516	0	
0	0	0	0	0	0	0	0	20554	20549	0	
0	0	0	0	0	0	0	0	20584	20549	0	
0	0	0	0	0	0	0	0	20644	20636	0	
0	0	0	0	0	0	0	0	20673	20636	0	
0	0	0	0	0	0	0	0	20704	20694	0	
0	0	0	0	0	0	0	0	20734	20726	0	
0	0	0	0	0	0	0	0	20764	20757	0	
0	0	0	0	0	0	0	0	20824	20815	0	
0	0	0	0	0	0	0	0	20854	20843	0	
0	0	0	0	0	0	0	0	20884	20866	0	
0	0	0	0	0	0	0	0	20944	20935	0	
0	0	0	0	0	0	0	0	20975	20964	0	
0	0	0	0	0	0	0	0	21004	20964	0	
0	0	0	0	0	0	0	0	21034	21015	0	
0	0	0	0	0	0	0	0	21064	21039	0	
2.24023	0.000489068	0.462467	-0.116133	0	0	0	0	21094	21077	0	
2.24023	0.000489068	0.462467	-0.116133	0.1	0	0.00806197	0	22125	22072	0	
2.24023	0.000489068	0.462467	-0.116133	0.1	0	0.00806197	0	22155	22150	0	
2.24023	0.000489068	0.462467	-0.116133	0.1	0	0.00806197	0	22185	22178	0	
1.72818	-0.0116762	0.44745	-0.126624	0.0983723	0	0.01	0	22216	22210	0	
1.72818	-0.0116762	0.44745	-0.126624	0.0983723	0	0.01	0	22245	22236	0	
1.72818	-0.0116762	0.44745	-0.126624	0.0983723	0	0.01	0	22275	22260	0	
1.72818	-0.0116762	0.44745	-0.126624	0.0983723	0	0.01	0	22305	22285	0	
1.731	-0.00287068	0.454429	-0.126988	0.0966131	0	0.01	0	22335	22315	0	
1.731	-0.00287068	0.454429	-0.126988	0.0966131	0	0.01	0	22365	22357	0	
1.731	-0.00287068	0.454429	-0.126988	0.0966131	0	0.01	0	22395	22388	0	
1.731	-0.00287068	0.454429	-0.126988	0.0966131	0	0.01	0	22425	22416	0	
1.731	-0.00287068	0.454429	-0.126988	0.0966131	0	0.01	0	22455	22440	0	
1.73394	0.00563035	0.449967	-0.126187	0.0975444	0	0.01	0	22485	22463	0	
1.73394	0.00563035	0.449967	-0.126187	0.0975444	0	0.01	0	22515	22505	0	
1.73394	0.00563035	0.449967	-0.126187	0.0975444	0	0.01	0	22545	22537	0	
1.73394	0.00563035	0.449967	-0.126187	0.0975444	0	0.01	0	22575	22571	0	
1.73137	0.00770589	0.449298	-0.125548	0.0974018	0	0.01	0	22605	22571	0	
1.73137	0.00770589	0.449298	-0.125548	0.0974018	0	0.01	0	22635	22624	0	
1.73137	0.00770589	0.449298	-0.125548	0.0974018	0	0.01	0	22665	22647	0	
1.73137	0.00770589	0.449298	-0.125548	0.0974018	0	0.01	0	22695	22670	0	
1.73137	0.00770589	0.449298	-0.125548	0.0974018	0	0.01	0	22725	22699	0	
1.73137	0.00770589	0.449298	-0.125548	0.0974018	0	0.01	0	22755	22740	0	
1.73143	-0.0010302	0.448979	-0.124298	0.0971156	0	0.01	0	22785	22765	0	
1.73143	-0.0010302	0.448979	-0.124298	0.0971156	0	0.01	0	22815	22788	0	
1.73143	-0.0010302	0.448979	-0.124298	0.0971156	0	0.01	0	22845	22828	0	
1.73143	-0.0010302	0.448979	-0.124298	0.0971156	0	0.01	0	22875	22851	0	
1.73083	-0.00483195	0.448392	-0.123747	0.0971337	0	0.01	0	22905	22888	0	
1.73083	-0.00483195	0.448392	-0.123747	0.0971337	0	0.01	0	22935	22928	0	
1.73083	-0.00483195	0.448392	-0.123747	0.0971337	0	0.01	0	22965	22957	0	
1.73083	-0.00483195	0.448392	-0.123747	0.0971337	0	0.01	0	22995	22992	0	
1.73083	-0.00483195	0.448392	-0.123747	0.0971337	0	0.01	0	23026	22992	0	
1.73083	-0.00483195	0.448392	-0.123747	0.0971337	0	0.01	0	23055	23026	0	
1.69137	-0.0377461	0.450817	-0.125316	0.092902	0	0.01	0	23085	23057	0	
1.69137	-0.0377461	0.450817	-0.125316	0.092902	0	0.01	0	23115	23109	0	
1.69137	-0.0377461	0.450817	-0.125316	0.092902	0	0.01	0	23145	23143	0	
1.69137	-0.0377461	0.450817	-0.125316	0.092902	0	0.01	0	23175	23143	0	
1.66441	-0.0447137	0.448925	-0.126992	0.0909361	0	0.01	0	23205	23177	0	
1.66441	-0.0447137	0.448925	-0.126992	0.0909361	0	0.01	0	23235	23210	0	
1.66441	-0.0447137	0.448925	-0.126992	0.0909361	0	0.01	0	23265	23244	0	
1.66441	-0.0447137	0.448925	-0.126992	0.0909361	0	0.01	0	23295	23276	0	
1.66441	-0.0447137	0.448925	-0.126992	0.0909361	0	0.01	0	23325	23308	0	
1.66441	-0.0447137	0.448925	-0.126992	0.0909361	0	0.01	0	23355	23342	0	
1.62801	-0.0817633	0.453214	-0.129867	0.0865789	0	0.01	0	23385	23374	0	
1.62801	-0.0817633	0.453214	-0.129867	0.0865789	0	0.01	0	23415	23406	0	
1.62801	-0.0817633	0.453214	-0.129867	0.0865789	0	0.01	0	23445	23438	0	
1.62801	-0.0817633	0.453214	-0.129867	0.0865789	0	0.01	0	23475	23470	0	
1.56308	-0.0926576	0.442045	-0.134736	0.0822796	0	0.01	0	23505	23502	0	
1.56308	-0.0926576	0.442045	-0.134736	0.0822796	0	0.01	0	23536	23533	0	
1.56308	-0.0926576	0.442045	-0.134736	0.0822796	0	0.01	0	23565	23533	0	
1.56308	-0.0926576	0.442045	-0.134736	0.0822796	0	0.01	0	23596	23566	0	
1.56308	-0.0926576	0.442045	-0.134736	0.0822796	0	0.01	0	23625	23608	0	
1.56308	-0.0926576	0.442045	-0.134736	0.0822796	0	0.01	0	23655	23640	0	
1.46326	-0.127991	0.434209	-0.139204	0.0752599	0	0.01	0	23685	23671	0	
1.46326	-0.127991	0.434209	-0.139204	0.0752599	0	0.01	0	23715	23703	0	
1.46326	-0.127991	0.434209	-0.139204	0.0752599	0	0.01	0	23745	23728	0	
1.46326	-0.127991	0.434209	-0.139204	0.0752599	0	0.01	0	23775	23759	0	
1.41394	-0.135109	0.430387	-0.144244	0.0716904	0	0.01	0	23806	23792	0	
