MS	x	y	z	vx	vy	vz	ax	ay	az	
5114	0.00573685	-0.103274	0.0064805	0	0	0	-897.331	980.588	640.383	
5145	0.00575695	-0.103244	0.00641913	-1.88439e-07	2.05923e-07	1.3448e-07	-780.944	-49.4179	-474.188	
5175	0.00576573	-0.103383	0.00644387	-5.86721e-07	1.8072e-07	-1.07355e-07	233.562	-3693.13	658.16	
5205	0.00577306	-0.103376	0.00648203	-5.02639e-07	-1.14881e-06	1.29582e-07	197.751	168.272	1029.05	
5234	0.00578005	-0.103289	0.00647632	-3.83988e-07	-1.04784e-06	7.47012e-07	190.017	2385.53	-155.283	
5265	0.00566806	-0.103386	0.00645068	-2.8708e-07	1.68777e-07	6.67817e-07	-3084.45	-2686.84	-706.017	
5294	0.00566806	-0.103386	0.00645068	-4.54362e-06	-3.53906e-06	-3.06486e-07	-3084.45	-2686.84	-706.017	
5355	0.00572584	-0.103207	0.00642104	5.86847e-10	4.28698e-10	3.76359e-10	1606.71	-698.766	982.533	
5384	0.00568219	-0.103319	0.0064218	2.89795e-07	-1.25349e-07	1.77232e-07	-1262.52	-3252.86	21.9533	
5445	0.00571363	-0.10325	0.00642899	1.72148e-10	1.67263e-10	1.10097e-10	-1700.46	-1182.68	422.614	
5474	0.00572175	-0.103213	0.00641049	-9.18077e-07	-6.38479e-07	2.28321e-07	241.749	1121.14	-550.607	
5505	0.00568789	-0.103246	0.00643727	-7.8028e-07	5.70941e-10	-8.55246e-08	-1019	-1009.89	805.876	
5534	0.00568789	-0.103246	0.00643727	-2.24765e-06	-1.45368e-06	1.07494e-06	-1019	-1009.89	805.876	
5565	0.00561827	-0.103306	0.00652598	-2.4005e-06	-1.60516e-06	1.19582e-06	-2152.38	-1847.2	2742.39	
5625	0.00561057	-0.103244	0.00647181	6.91322e-10	7.40535e-10	6.03747e-10	-239.56	1930.98	-1686.71	
5655	0.00554383	-0.103347	0.00647015	-2.07726e-07	1.68069e-06	-1.46683e-06	-2112.59	-3269.12	-52.3421	
5684	0.00558975	-0.103317	0.00648804	-1.22177e-06	1.11514e-07	-1.49196e-06	1475.12	982.868	574.667	
5745	0.00566519	-0.10328	0.00650116	5.43574e-10	2.73799e-10	3.76824e-10	-1004.74	-863.573	-221.88	
5804	0.00562351	-0.103317	0.00652874	1.73704e-10	2.13124e-10	1.64909e-10	-1578.02	-134.08	223.447	
5835	0.0056067	-0.103342	0.00650374	-9.93979e-07	-8.42574e-08	1.40937e-07	-567.998	-833.62	-845.111	
5865	0.00567936	-0.103237	0.00642744	-1.19846e-06	-3.84361e-07	-1.63303e-07	2488.98	3568.56	-2613.77	
5895	0.00563476	-0.103326	0.00649925	3.69599e-07	1.86383e-06	-1.80998e-06	-1538.79	-3065.93	2477.49	
5924	0.00566871	-0.103395	0.00653724	-1.38201e-07	8.52077e-07	-9.92405e-07	1186.78	-2390.4	1328.38	
