MS	x	y	z	vx	vy	vz	ax	ay	az	
7305	-0.102295	-0.071414	-0.912722	0	0	0	-94265.3	-112020	83359.5	
7336	-0.102481	-0.0662907	-0.914047	-4.52474e-05	-5.37698e-05	4.00126e-05	-9966.78	274518	-70946.4	
7365	-0.102481	-0.0662907	-0.914047	-5.87025e-05	0.00031683	-5.57651e-05	-9966.78	274518	-70946.4	
7395	-0.102472	-0.065695	-0.913923	-6.28886e-05	0.000432128	-8.55625e-05	-1810.7	-10430.1	-1862.07	
7426	-0.102472	-0.065695	-0.913923	-6.5333e-05	0.000418047	-8.80763e-05	-1810.7	-10430.1	-1862.07	
7455	-0.101745	-0.064561	-0.913933	-6.64737e-05	0.000411476	-8.92494e-05	40133.6	62665.4	-591.893	
7486	-0.101745	-0.064561	-0.913933	-3.8654e-06	0.000509234	-9.01728e-05	40133.6	62665.4	-591.893	
7545	-0.108744	-0.0792667	-0.902653	-0.0071654	-0.00114733	1.75745e-10	-74818	-35226.8	29930.9	
7575	-0.114153	-0.0870089	-0.898318	-0.00720804	-0.00116741	1.70608e-05	-308828	-442026	247516	
7605	-0.113596	-0.0860323	-0.898925	-0.00745819	-0.00152545	0.000217549	32020.5	56082.1	-34827.6	
7665	-0.115424	-0.0872511	-0.900171	-0.00635322	-0.00101728	1.13855e-10	-102045	-70467.7	-25715.9	
7695	-0.11314	-0.0822916	-0.901797	-0.00638996	-0.00104265	-9.25762e-06	134800	292751	-95963.6	
7725	-0.113454	-0.0816031	-0.90146	-0.00632121	-0.000893349	-5.81991e-05	-18650	40903.5	19986.2	
7755	-0.111032	-0.0793389	-0.902663	-0.00633128	-0.000871261	-4.74065e-05	144960	135539	-71967.8	
7785	-0.112565	-0.0828501	-0.900158	-0.00627475	-0.000818401	-7.54739e-05	-92572.8	-212088	151277	
7816	-0.112565	-0.0828501	-0.900158	-0.00639695	-0.00109836	0.000124212	-92572.8	-212088	151277	
7845	-0.112271	-0.0814929	-0.900384	-0.00646082	-0.0012447	0.000228593	17992	83033.1	-13795.3	
7876	-0.113178	-0.082205	-0.899578	-0.00644679	-0.00117993	0.000217832	-55938.4	-43875.7	49625.5	
7905	-0.112606	-0.0824886	-0.899454	-0.00648035	-0.00120626	0.000247608	35559.9	-17632.6	7701.14	
7936	-0.112772	-0.0822828	-0.900191	-0.00645155	-0.00122054	0.000253846	-10374	12868.5	-46074.9	
7965	-0.11385	-0.0833836	-0.898526	-0.00645248	-0.00121938	0.000249699	-68342.2	-69780.9	105563	
7996	-0.106544	-0.0737232	-0.905554	-0.00648528	-0.00125288	0.000300369	465265	615180	-447560	
8025	-0.10717	-0.0753034	-0.904951	-0.006248	-0.000939135	7.21134e-05	-40162.8	-101339	38659.3	
8055	-0.106726	-0.0757669	-0.904319	-0.00626246	-0.000975617	8.60308e-05	28731.1	-29980.8	40931.9	
8115	-0.106786	-0.0780652	-0.902609	-0.00406676	-0.000651172	9.24959e-11	-125201	-267652	184808	
8146	-0.106786	-0.0780652	-0.902609	-0.00422452	-0.000988413	0.000232859	-125201	-267652	184808	
8175	-0.104695	-0.0775007	-0.903664	-0.00432968	-0.00121324	0.000388098	138784	37463.1	-69974.9	
8205	-0.105207	-0.0747918	-0.904669	-0.00426723	-0.00119638	0.000356609	-34353.5	181704	-67442.1	
8235	-0.105976	-0.0756229	-0.905033	-0.00429712	-0.0010383	0.000297934	-51732.6	-55964.6	-24508.6	
8265	-0.102115	-0.075885	-0.90249	-0.00433902	-0.00108363	0.000278082	262019	-17788.7	172553	
8325	-0.1013	-0.0738306	-0.904152	-0.00329471	-0.000527551	3.66087e-10	27945.3	96116.8	-81158.6	
8356	-0.101597	-0.0744003	-0.904061	-0.00327208	-0.000449696	-6.57381e-05	-20603.5	-39522.3	6279.89	
8385	-0.101495	-0.0742042	-0.903411	-0.00327579	-0.00045681	-6.46077e-05	7192.46	13767	45652.5	
8415	-0.103048	-0.0755096	-0.903562	-0.00327233	-0.000450202	-4.26945e-05	-109546	-92086.3	-10610.3	
8446	-0.103048	-0.0755096	-0.903562	-0.00342679	-0.000580043	-5.7655e-05	-109546	-92086.3	-10610.3	
8475	-0.104428	-0.079396	-0.901431	-0.00345637	-0.000604907	-6.05198e-05	-98971.5	-278548	152686	
8505	-0.108561	-0.0828253	-0.901228	-0.00348309	-0.000680115	-1.92946e-05	45099.4	140893	-11797.9	
8535	-0.107803	-0.082332	-0.901092	-0.0034655	-0.000625167	-2.38958e-05	55062.3	35832.3	9868.21	
8565	-0.107803	-0.082332	-0.901092	-0.00339447	-0.000578943	-1.11658e-05	55062.3	35832.3	9868.21	
8625	-0.107229	-0.0773795	-0.904935	-0.00242676	-0.000388572	2.93886e-10	-82920.5	165696	-183988	
8655	-0.105045	-0.0775318	-0.903218	-0.00249144	-0.000259329	-0.00014351	162592	-11336.3	127839	
8686	-0.108018	-0.0796563	-0.902789	-0.0023695	-0.000267831	-4.76309e-05	-222986	-159367	32178.1	
8715	-0.105818	-0.0800124	-0.902377	-0.00240963	-0.000296518	-4.18388e-05	166862	-27008.8	31271.3	
8745	-0.107405	-0.0822205	-0.901208	-0.00234956	-0.000306241	-3.05811e-05	-121014	-168403	89175.1	
8775	-0.104629	-0.0774352	-0.90358	-0.00236772	-0.000331501	-1.72049e-05	213468	368057	-182422	
8805	-0.104357	-0.0772917	-0.903529	-0.00230367	-0.000221084	-7.19315e-05	21045.5	11094.1	3940.57	
8835	-0.107584	-0.0822719	-0.900895	-0.00229673	-0.000217423	-7.06311e-05	-251261	-387767	205030	
8866	-0.105672	-0.0802695	-0.901582	-0.00237965	-0.000345386	-2.97102e-06	149917	157007	-53812.8	
8895	-0.108334	-0.0837746	-0.900705	-0.00234816	-0.000312415	-1.42717e-05	-210304	-276894	69289.4	
8925	-0.108334	-0.0837746	-0.900705	-0.0025816	-0.000619767	6.26395e-05	-210304	-276894	69289.4	
8955	-0.107502	-0.083547	-0.902637	-0.00261946	-0.000669608	7.51116e-05	66677.7	18234.1	-154785	
8986	-0.104754	-0.0784839	-0.905246	-0.00257545	-0.000657573	-2.70467e-05	220759	406830	-209590	
9015	-0.105369	-0.080226	-0.903823	-0.00247611	-0.0004745	-0.000121362	-49758.3	-141105	115268	
9045	-0.106083	-0.0805011	-0.903116	-0.0025179	-0.000593028	-2.45371e-05	-58077.2	-22370.8	57488.4	
9076	-0.10543	-0.0791015	-0.903362	-0.00255275	-0.00060645	9.95592e-06	53548.2	114783	-20209.8	
9105	-0.106425	-0.0828836	-0.900552	-0.00253347	-0.000565129	2.68038e-06	-82245.3	-312713	232322	
9136	-0.10749	-0.0804919	-0.90093	-0.00255074	-0.000630798	5.14679e-05	-88756.8	199322	-31496.2	
9165	-0.102494	-0.0724134	-0.905499	-0.00258003	-0.000565022	4.10742e-05	418613	676944	-382814	
9196	-0.103665	-0.0762956	-0.904104	-0.00244189	-0.00034163	-8.52544e-05	-98807.1	-327515	117620	
9225	-0.106668	-0.0814024	-0.902233	-0.00247746	-0.000459536	-4.29112e-05	-254891	-433465	158875	
9255	-0.105923	-0.0791003	-0.903299	-0.00252334	-0.00053756	-1.43138e-05	63787	196931	-91221.1	
9285	-0.106637	-0.0779036	-0.904118	-0.00250038	-0.000466664	-4.71534e-05	-61404.7	102904	-70409	
9315	-0.106637	-0.0779036	-0.904118	-0.00257775	-0.000337006	-0.000135869	-61404.7	102904	-70409	
9345	-0.104227	-0.0779124	-0.904798	-0.00262933	-0.000250567	-0.000195012	209150	-770.552	-59032.9	
9375	-0.104376	-0.079062	-0.903668	-0.00250384	-0.000251029	-0.000230432	-13000.2	-100603	98858.2	
9406	-0.101363	-0.0753927	-0.904091	-0.00251554	-0.000341572	-0.00014146	264881	322562	-37161.7	
9435	-0.101363	-0.0753927	-0.904091	-0.0020467	0.000229362	-0.000207236	264881	322562	-37161.7	
9465	-0.102792	-0.0764801	-0.90386	-0.00202286	0.000258393	-0.00021058	170518	263709	-49628.2	
9495	-0.102014	-0.0757481	-0.90426	-0.00193078	0.000400796	-0.00023738	69817.7	65739	-35909	
9525	-0.104575	-0.0717282	-0.904112	-0.00191193	0.000418546	-0.000247075	-231904	364024	13375.6	
9555	-0.104391	-0.0701139	-0.905803	-0.00199542	0.000549594	-0.00024226	16783.7	147010	-154032	
9585	-0.103918	-0.0702119	-0.893766	-0.00199239	0.000576056	-0.000269986	43380.5	-8987.79	1.10448e+06	
9616	-0.103133	-0.0694918	-0.893403	-0.00198068	0.000573629	2.82238e-05	72451.2	66456.8	33505.6	
9645	-0.104757	-0.0696197	-0.893594	-0.00195677	0.00059556	3.92807e-05	-150706	-11867.6	-17737.4	
9676	-0.105884	-0.0715237	-0.893189	-0.00198842	0.000593068	3.55558e-05	-105344	-178012	37935.9	
9705	-0.105884	-0.0715237	-0.893189	-0.00210219	0.000400815	7.65266e-05	-105344	-178012	37935.9	
9735	-0.102694	-0.0747066	-0.891816	-0.00215908	0.000304688	9.70121e-05	301205	-300527	129599	
9765	-0.102218	-0.0743819	-0.892753	-0.00193317	7.92929e-05	0.000194212	45170.1	30802.9	-88917.8	
9795	-0.10123	-0.0731485	-0.892659	-0.00189794	0.000103319	0.000124856	94209.8	117712	9012.36	
9825	-0.101845	-0.07479	-0.892007	-0.00184142	0.000173946	0.000130263	-59101.3	-157815	62630.1	
9855	-0.104454	-0.0750648	-0.892176	-0.00188929	4.61166e-05	0.000180994	-252028	-26538.2	-16273.1	
9915	-0.100458	-0.0722495	-0.892782	-0.000672568	-0.000107691	3.11084e-10	390295	274925	-59224.9	
10005	-0.104414	-0.0752125	-0.893355	-0.000614543	-9.84001e-05	6.70555e-11	105811	289150	-159228	
10035	-0.101658	-0.0732368	-0.893515	-0.000585974	-2.03296e-05	-4.29916e-05	277068	198597	-16139.6	
10065	-0.101658	-0.0732368	-0.893515	-0.000261805	0.000212029	-6.18749e-05	277068	198597	-16139.6	
10095	-0.104848	-0.0758112	-0.892069	-7.06275e-05	0.000349061	-7.30112e-05	-323667	-261157	146668	
10125	-0.10291	-0.0748296	-0.892268	-0.000187148	0.000255045	-2.02108e-05	198192	100388	-20307.1	
10155	-0.101441	-0.0721742	-0.89451	-3.85038e-05	0.000330335	-3.54411e-05	150740	272488	-230064	
10186	-0.101779	-0.0733564	-0.893603	6.09849e-05	0.000510177	-0.000187283	-34851.6	-122124	93720.2	
10215	-0.104089	-0.0762988	-0.89204	3.38006e-05	0.000414921	-0.000114182	-239843	-305468	162200	
10245	-0.104634	-0.0763187	-0.892454	-0.000131691	0.000204148	-2.26356e-06	-56948.9	-2081.89	-43177.9	
10276	-0.104634	-0.0763187	-0.892454	-0.000223948	0.000200775	-7.22117e-05	-56948.9	-2081.89	-43177.9	
10305	-0.104669	-0.0758963	-0.89215	-0.000234199	0.0002004	-7.99838e-05	85636.6	185469	-90032.5	
10336	-0.105967	-0.0791508	-0.890843	-0.000198232	0.000278297	-0.000117797	-138319	-346748	139255	
10365	-0.10571	-0.0799263	-0.890837	-0.000243877	0.00016387	-7.18434e-05	27629	-83132.8	698.899	
10395	-0.10571	-0.0799263	-0.890837	-0.000209893	6.16169e-05	-7.09838e-05	27629	-83132.8	698.899	
10425	-0.10571	-0.0799263	-0.890837	-0.000151044	-0.000115456	-6.94951e-05	27629	-83132.8	698.899	
10456	-0.108627	-0.071775	-0.889741	-0.00014607	-0.00013042	-6.93693e-05	-82596.1	5438.79	362084	
10485	-0.106515	-0.0723407	-0.88983	-0.000195628	-0.000127157	0.000147881	231358	-61955.5	-9760.92	
10516	-0.109914	-0.0749811	-0.892757	-8.22828e-06	-0.000177341	0.000139975	-373996	-290491	-322001	
10576	-0.108551	-0.075042	-0.891685	-0.000343581	-5.50139e-05	2.08277e-10	255448	345866	-65947.2	
10605	-0.107289	-0.0792848	-0.890842	-0.000144332	0.000214761	-5.14386e-05	141195	-474841	94337.8	
10635	-0.103653	-0.0748865	-0.892044	-5.53787e-05	-8.4389e-05	7.99423e-06	409604	495501	-135431	
10665	-0.104567	-0.07615	-0.891947	6.75024e-05	6.42614e-05	-3.2635e-05	-103713	-143442	11070.2	
10695	-0.104567	-0.07615	-0.891947	-5.69528e-05	-0.000107868	-1.93508e-05	-103713	-143442	11070.2	
10725	-0.107631	-0.0717312	-0.893053	-0.000131626	-0.000211146	-1.13803e-05	-350965	505999	-126718	
10756	-0.106745	-0.0772191	-0.889811	-0.000215857	-8.97066e-05	-4.17926e-05	20516.6	236507	-6444.4	
