MS	x	y	z	vx	vy	vz	ax	ay	az	
7515	0.064561	-0.101745	-0.913933	0.00114733	-0.0071654	2.92909e-11	-0.275459	0.680764	0.325454	
7635	0.0860323	-0.113596	-0.898925	0.00101728	-0.00635322	1.42319e-11	-0.278608	0.68	0.237198	
8086	0.0757669	-0.106726	-0.904319	0.000651172	-0.00406676	1.42301e-11	-0.245332	0.680489	0.237169	
8295	0.075885	-0.102115	-0.90249	0.000527551	-0.00329471	7.32174e-11	-0.256652	0.68094	0.305073	
8596	0.082332	-0.107803	-0.901092	0.000388573	-0.00242676	2.75518e-11	-0.276347	0.680446	0.306132	
9885	0.0750648	-0.104454	-0.892176	0.000107691	-0.000672569	7.7771e-11	-0.292629	0.679833	0.23567	
9945	0.0722495	-0.100458	-0.892782	0.000101914	-0.00063649	1.0639e-10	-0.278743	0.680571	0.236422	
9975	0.0722495	-0.100458	-0.892782	9.84002e-05	-0.000614543	3.65757e-11	-0.289559	0.678756	0.203198	
10545	0.0749811	-0.109914	-0.892757	5.50142e-05	-0.000343582	6.50865e-12	-0.277337	0.679205	0.216955	
11085	0.0746741	-0.10653	-0.894009	3.23384e-05	-0.000201965	6.39309e-11	-0.277151	0.679704	0.236781	
11536	0.08354	-0.104501	-0.89033	2.06998e-05	-0.00012928	7.53052e-11	-0.277157	0.680316	0.167345	
12015	0.0811585	-0.105288	-0.893371	1.26568e-05	-7.91751e-05	-4.57316e-10	0.154888	2.83143	-3.04877	
12225	0.177153	-0.120985	-0.838968	1.037e-05	-6.47903e-05	-1.89595e-11	-0.904355	2.11359	-0.0451417	
12255	0.177153	-0.120985	-0.838968	1.00684e-05	-6.28738e-05	2.1088e-11	-0.87987	1.90535	0.0878667	
12285	0.177153	-0.120985	-0.838968	9.68053e-06	-6.04044e-05	3.36375e-11	-0.834131	1.94987	0.37375	
12345	0.184231	-0.142604	-0.721935	9.30774e-06	-5.80102e-05	-6.60477e-11	-0.63385	2.13221	-0.0957213	
12675	0.383649	-0.0954226	-0.521877	-0.601944	-0.0888657	1.81971e-10	-0.946203	0.612092	1.51642	
12855	0.488957	-0.147588	-0.504433	-0.588921	-0.12268	1.94552e-11	-0.154679	0.937079	0.648506	
12975	0.524291	-0.162982	-0.558637	-0.567485	-0.118179	1.03128e-09	-0.465296	1.48223	2.45543	
13305	0.810325	-0.158439	-0.494919	-0.411076	-0.0598447	9.54436e-10	-0.185057	1.57089	2.27247	
15615	1.46143	-0.231891	-0.462251	2.41384e-05	-0.0486822	2.12969e-11	-0.278244	0.682713	0.236633	
16036	1.46095	-0.231215	-0.46354	0.000226581	-0.00227922	5.25145e-11	-0.279187	0.689584	0.159135	
16395	1.46086	-0.232347	-0.4623	6.38663e-05	2.25416e-05	4.64855e-11	-0.272291	0.695337	0.140865	
16425	1.46086	-0.232347	-0.4623	7.33723e-05	-0.000210937	1.45299e-11	-0.2754	0.683519	0.161443	
16725	1.4614	-0.228978	-0.460132	0.000138835	-0.000314525	3.54841e-11	-0.276733	0.676778	0.236561	
16755	1.4614	-0.228978	-0.460132	-5.27985e-05	-0.000250349	4.25266e-11	-0.277829	0.682522	0.236259	
17475	1.4574	-0.234578	-0.462253	-0.000771836	-0.000229812	5.29648e-11	-0.275637	0.676087	0.220687	
17506	1.4574	-0.234578	-0.462253	-0.00062831	-0.000326206	2.91003e-11	-0.277783	0.680828	0.161668	
17595	1.45996	-0.232	-0.460164	-0.000780281	0.000355185	7.13735e-11	-0.271847	0.679596	0.237912	
17925	1.45247	-0.237794	-0.465222	-0.00152292	-0.0462309	1.52076e-11	-0.277977	0.686098	0.168973	
18195	1.45582	-0.235531	-0.461997	0.000945859	-0.00971896	2.88293e-11	-0.278372	0.686818	0.240245	
18225	1.45582	-0.235531	-0.461997	0.00186259	-0.00627329	5.01939e-11	-0.276473	0.683686	0.239018	
18285	1.45864	-0.234221	-0.461788	0.000640635	-0.00341405	3.56394e-11	-0.275956	0.630759	0.237596	
18645	1.45925	-0.23446	-0.46283	0.000669642	-0.00073537	8.47973e-11	-0.202374	0.682436	0.314064	
18765	1.45848	-0.233072	-0.462853	0.00043516	-0.000358966	1.88585e-11	-0.219892	0.679154	0.314308	
19065	1.4602	-0.231994	-0.46434	0.000678203	-0.0367276	4.86699e-11	-0.276351	0.680253	0.202791	
19096	1.4602	-0.231994	-0.46434	-0.00167359	-0.0444994	1.39752e-11	-0.277144	0.646793	0.23292	
19545	1.48155	-0.257442	-0.488177	-0.000438644	-0.0492781	2.9138e-11	-0.275729	0.600196	0.242817	
19695	1.53312	-0.273964	-0.494679	0.00194282	-0.0525154	6.7084e-11	-0.209297	0.682944	0.319447	
19816	1.53633	-0.272197	-0.494252	0.000569196	-0.0518421	7.1493e-11	-0.260002	0.680573	0.264789	
20146	1.53637	-0.272273	-0.493685	0.000857278	-0.0492205	1.4407e-11	-0.214426	0.68244	0.160078	
