xErr	yErr	zErr	oErr	inX	inY	inZ	inO	MS	v_time	flag	
2.5515	-0.59199	1.13806	-0.00804795	0.0525352	0	0.01	0	96135	96135	0	
2.5515	-0.59199	1.13806	-0.00804795	0.0525352	0	0.01	0	96166	96161	0	
2.5515	-0.59199	1.13806	-0.00804795	0.0525352	0	0.01	0	96195	96161	0	
2.55252	-0.589694	1.13627	-0.00948228	0.0530509	0	0.01	0	96226	96224	0	
2.55252	-0.589694	1.13627	-0.00948228	0.0530509	0	0.01	0	96255	96243	0	
2.55252	-0.589694	1.13627	-0.00948228	0.0530509	0	0.01	0	96286	96266	0	
2.55252	-0.589694	1.13627	-0.00948228	0.0530509	0	0.01	0	96315	96294	0	
2.55252	-0.589694	1.13627	-0.00948228	0.0530509	0	0.01	0	96346	96329	0	
2.55252	-0.589694	1.13627	-0.00948228	0.0530509	0	0.01	0	96376	96329	0	
2.53422	-0.592606	1.2108	-0.00989964	0.0494462	0	0.01	0	96405	96403	0	
2.53422	-0.592606	1.2108	-0.00989964	0.0494462	0	0.01	0	96436	96403	0	
2.53422	-0.592606	1.2108	-0.00989964	0.0494462	0	0.01	0	96465	96450	0	
2.53422	-0.592606	1.2108	-0.00989964	0.0494462	0	0.01	0	96498	96496	0	
2.53357	-0.596038	1.21046	-0.0135052	0.0497683	0	0.01	0	96525	96519	0	
2.53357	-0.596038	1.21046	-0.0135052	0.0497683	0	0.01	0	96556	96519	0	
2.53357	-0.596038	1.21046	-0.0135052	0.0497683	0	0.01	0	96586	96564	0	
2.53357	-0.596038	1.21046	-0.0135052	0.0497683	0	0.01	0	96615	96599	0	
2.53357	-0.596038	1.21046	-0.0135052	0.0497683	0	0.01	0	96646	96631	0	
2.53357	-0.596038	1.21046	-0.0135052	0.0497683	0	0.01	0	96675	96664	0	
2.4518	-0.537464	1.28716	-0.0140128	0.0443557	0	0.01	0	96706	96664	0	
2.4518	-0.537464	1.28716	-0.0140128	0.0443557	0	0.01	0	96735	96717	0	
2.4518	-0.537464	1.28716	-0.0140128	0.0443557	0	0.01	0	96766	96755	0	
2.4518	-0.537464	1.28716	-0.0140128	0.0443557	0	0.01	0	96795	96755	0	
2.45025	-0.549152	1.28621	-0.0128739	0.0445569	0	0.01	0	96826	96800	0	
2.45025	-0.549152	1.28621	-0.0128739	0.0445569	0	0.01	0	96855	96834	0	
2.45025	-0.549152	1.28621	-0.0128739	0.0445569	0	0.01	0	96886	96882	0	
2.45025	-0.549152	1.28621	-0.0128739	0.0445569	0	0.01	0	96916	96913	0	
2.45025	-0.549152	1.28621	-0.0128739	0.0445569	0	0.01	0	96945	96942	0	
2.45025	-0.549152	1.28621	-0.0128739	0.0445569	0	0.01	0	96976	96972	0	
2.45153	-0.590234	1.35776	-0.0114231	0.0422576	0	0.01	0	97005	96972	0	
2.45153	-0.590234	1.35776	-0.0114231	0.0422576	0	0.01	0	97036	97018	0	
2.45153	-0.590234	1.35776	-0.0114231	0.0422576	0	0.01	0	97065	97047	0	
2.45153	-0.590234	1.35776	-0.0114231	0.0422576	0	0.01	0	97096	97047	0	
2.46653	-0.620179	1.37048	-0.0130862	0.0424887	0	0.01	0	97125	97117	0	
2.46653	-0.620179	1.37048	-0.0130862	0.0424887	0	0.01	0	97156	97142	0	
2.46653	-0.620179	1.37048	-0.0130862	0.0424887	0	0.01	0	97185	97142	0	
2.46653	-0.620179	1.37048	-0.0130862	0.0424887	0	0.01	0	97216	97203	0	
2.46653	-0.620179	1.37048	-0.0130862	0.0424887	0	0.01	0	97245	97244	0	
2.46653	-0.620179	1.37048	-0.0130862	0.0424887	0	0.01	0	97276	97274	0	
2.46823	-0.683966	1.37404	-0.0114285	0.0430359	0	0.01	0	97305	97274	0	
2.46823	-0.683966	1.37404	-0.0114285	0.0430359	0	0.01	0	97335	97333	0	
2.46823	-0.683966	1.37404	-0.0114285	0.0430359	0	0.01	0	97366	97333	0	
2.46823	-0.683966	1.37404	-0.0114285	0.0430359	0	0.01	0	97396	97388	0	
2.46024	-0.682571	1.36591	-0.012502	0.0432478	0	0.01	0	97425	97412	0	
2.46024	-0.682571	1.36591	-0.012502	0.0432478	0	0.01	0	97456	97441	0	
2.46024	-0.682571	1.36591	-0.012502	0.0432478	0	0.01	0	97485	97484	0	
2.46024	-0.682571	1.36591	-0.012502	0.0432478	0	0.01	0	97516	97503	0	
2.46024	-0.682571	1.36591	-0.012502	0.0432478	0	0.01	0	97545	97533	0	
2.46024	-0.682571	1.36591	-0.012502	0.0432478	0	0.01	0	97575	97533	0	
2.43668	-0.778041	1.35339	-0.0130532	0.0434245	0	0.01	0	97606	97585	0	
2.43668	-0.778041	1.35339	-0.0130532	0.0434245	0	0.01	0	97636	97621	0	
2.43668	-0.778041	1.35339	-0.0130532	0.0434245	0	0.01	0	97665	97639	0	
2.43668	-0.778041	1.35339	-0.0130532	0.0434245	0	0.01	0	97695	97639	0	
2.4265	-0.803068	1.35936	-0.0132066	0.0430854	0	0.01	0	97726	97720	0	
2.4265	-0.803068	1.35936	-0.0132066	0.0430854	0	0.01	0	97756	97739	0	
2.4265	-0.803068	1.35936	-0.0132066	0.0430854	0	0.01	0	97785	97779	0	
2.4265	-0.803068	1.35936	-0.0132066	0.0430854	0	0.01	0	97816	97800	0	
2.4265	-0.803068	1.35936	-0.0132066	0.0430854	0	0.01	0	97845	97829	0	
2.4265	-0.803068	1.35936	-0.0132066	0.0430854	0	0.01	0	97876	97859	0	
2.38332	-0.857997	1.34803	-0.0129688	0.0425776	-0.0345494	0.01	0	97905	97890	0	
2.38332	-0.857997	1.34803	-0.0129688	0.0425776	-0.0345494	0.01	0	97936	97890	0	
2.38332	-0.857997	1.34803	-0.0129688	0.0425776	-0.0345494	0.01	0	97965	97936	0	
2.38332	-0.857997	1.34803	-0.0129688	0.0425776	-0.0345494	0.01	0	97996	97995	0	
2.36881	-0.894664	1.35859	-0.0120011	0.0420745	-0.0359618	0.01	0	98025	97995	0	
2.36881	-0.894664	1.35859	-0.0120011	0.0420745	-0.0359618	0.01	0	98056	98053	0	
2.36881	-0.894664	1.35859	-0.0120011	0.0420745	-0.0359618	0.01	0	98086	98053	0	
2.36881	-0.894664	1.35859	-0.0120011	0.0420745	-0.0359618	0.01	0	98115	98092	0	
2.36881	-0.894664	1.35859	-0.0120011	0.0420745	-0.0359618	0.01	0	98146	98130	0	
2.36881	-0.894664	1.35859	-0.0120011	0.0420745	-0.0359618	0.01	0	98175	98130	0	
2.31533	-0.960648	1.33631	-0.010464	0.041647	-0.0396163	0.01	0	98206	98198	0	
2.31533	-0.960648	1.33631	-0.010464	0.041647	-0.0396163	0.01	0	98235	98220	0	
2.31533	-0.960648	1.33631	-0.010464	0.041647	-0.0396163	0.01	0	98266	98262	0	
2.31533	-0.960648	1.33631	-0.010464	0.041647	-0.0396163	0.01	0	98295	98286	0	
2.32908	-0.980296	1.36358	-0.00982014	0.0412156	-0.0394641	0.01	0	98326	98286	0	
2.32908	-0.980296	1.36358	-0.00982014	0.0412156	-0.0394641	0.01	0	98355	98327	0	
2.32908	-0.980296	1.36358	-0.00982014	0.0412156	-0.0394641	0.01	0	98386	98357	0	
2.32908	-0.980296	1.36358	-0.00982014	0.0412156	-0.0394641	0.01	0	98415	98413	0	
2.32908	-0.980296	1.36358	-0.00982014	0.0412156	-0.0394641	0.01	0	98446	98413	0	
2.32908	-0.980296	1.36358	-0.00982014	0.0412156	-0.0394641	0.01	0	98475	98448	0	
2.28306	-1.07879	1.38524	-0.00853559	0.039546	-0.0430165	0.01	0	98506	98499	0	
2.28306	-1.07879	1.38524	-0.00853559	0.039546	-0.0430165	0.01	0	98535	98520	0	
2.28306	-1.07879	1.38524	-0.00853559	0.039546	-0.0430165	0.01	0	98566	98560	0	
2.28306	-1.07879	1.38524	-0.00853559	0.039546	-0.0430165	0.01	0	98595	98590	0	
2.27045	-1.11228	1.38514	-0.00919821	0.0393091	-0.0445233	0.01	0	98626	98611	0	
2.27045	-1.11228	1.38514	-0.00919821	0.0393091	-0.0445233	0.01	0	98655	98611	0	
2.27045	-1.11228	1.38514	-0.00919821	0.0393091	-0.0445233	0.01	0	98686	98663	0	
2.27045	-1.11228	1.38514	-0.00919821	0.0393091	-0.0445233	0.01	0	98715	98691	0	
2.27045	-1.11228	1.38514	-0.00919821	0.0393091	-0.0445233	0.01	0	98746	98721	0	
2.27045	-1.11228	1.38514	-0.00919821	0.0393091	-0.0445233	0.01	0	98775	98748	0	
2.21273	-1.19398	1.40302	-0.00636719	0.037416	-0.0473512	0.01	0	98806	98785	0	
2.21273	-1.19398	1.40302	-0.00636719	0.037416	-0.0473512	0.01	0	98835	98810	0	
2.21273	-1.19398	1.40302	-0.00636719	0.037416	-0.0473512	0.01	0	98866	98838	0	
2.21273	-1.19398	1.40302	-0.00636719	0.037416	-0.0473512	0.01	0	98895	98870	0	
2.19045	-1.22094	1.39306	-0.00815497	0.0373672	-0.0488491	0.01	0	98926	98917	0	
2.19045	-1.22094	1.39306	-0.00815497	0.0373672	-0.0488491	0.01	0	98955	98953	0	
2.19045	-1.22094	1.39306	-0.00815497	0.0373672	-0.0488491	0.01	0	98986	98973	0	
2.19045	-1.22094	1.39306	-0.00815497	0.0373672	-0.0488491	0.01	0	99015	99001	0	
2.19045	-1.22094	1.39306	-0.00815497	0.0373672	-0.0488491	0.01	0	99046	99027	0	
2.19045	-1.22094	1.39306	-0.00815497	0.0373672	-0.0488491	0.01	0	99075	99065	0	
2.0682	-1.20073	1.38146	-0.010925	0.0344724	-0.0470399	0.01	0	99106	99065	0	
2.0682	-1.20073	1.38146	-0.010925	0.0344724	-0.0470399	0.01	0	99135	99118	0	
2.0682	-1.20073	1.38146	-0.010925	0.0344724	-0.0470399	0.01	0	99166	99165	0	
2.0682	-1.20073	1.38146	-0.010925	0.0344724	-0.0470399	0.01	0	99196	99185	0	
2.03365	-1.21668	1.36794	-0.0119564	0.0340584	-0.0481825	0.01	0	99225	99205	0	
2.03365	-1.21668	1.36794	-0.0119564	0.0340584	-0.0481825	0.01	0	99256	99229	0	
2.03365	-1.21668	1.36794	-0.0119564	0.0340584	-0.0481825	0.01	0	99285	99270	0	
2.03365	-1.21668	1.36794	-0.0119564	0.0340584	-0.0481825	0.01	0	99316	99308	0	
2.03365	-1.21668	1.36794	-0.0119564	0.0340584	-0.0481825	0.01	0	99345	99308	0	
2.03365	-1.21668	1.36794	-0.0119564	0.0340584	-0.0481825	0.01	0	99376	99366	0	
1.96719	-1.21631	1.37641	-0.012615	0	-0.0469919	0.01	0	99405	99366	0	
1.96719	-1.21631	1.37641	-0.012615	0	-0.0469919	0.01	0	99436	99434	0	
1.96719	-1.21631	1.37641	-0.012615	0	-0.0469919	0.01	0	99465	99434	0	
1.96719	-1.21631	1.37641	-0.012615	0	-0.0469919	0.01	0	99496	99467	0	
1.92769	-1.23639	1.37137	-0.0151021	0	-0.0474942	0.01	0	99525	99504	0	
1.92769	-1.23639	1.37137	-0.0151021	0	-0.0474942	0.01	0	99556	99538	0	
1.92769	-1.23639	1.37137	-0.0151021	0	-0.0474942	0.01	0	99586	99557	0	
1.92769	-1.23639	1.37137	-0.0151021	0	-0.0474942	0.01	0	99615	99591	0	
1.92769	-1.23639	1.37137	-0.0151021	0	-0.0474942	0.01	0	99646	99642	0	
1.92769	-1.23639	1.37137	-0.0151021	0	-0.0474942	0.01	0	99675	99665	0	
1.86561	-1.21833	1.36125	-0.0168756	0	-0.0466607	0.01	0	99706	99698	0	
1.86561	-1.21833	1.36125	-0.0168756	0	-0.0466607	0.01	0	99735	99720	0	
1.86561	-1.21833	1.36125	-0.0168756	0	-0.0466607	0.01	0	99766	99753	0	
1.86561	-1.21833	1.36125	-0.0168756	0	-0.0466607	0.01	0	99796	99778	0	
1.78738	-1.1935	1.34959	-0.0177731	0	-0.0457884	0.01	0	99825	99778	0	
1.78738	-1.1935	1.34959	-0.0177731	0	-0.0457884	0.01	0	99856	99855	0	
1.78738	-1.1935	1.34959	-0.0177731	0	-0.0457884	0.01	0	99885	99855	0	
1.78738	-1.1935	1.34959	-0.0177731	0	-0.0457884	0.01	0	99916	99889	0	
1.78738	-1.1935	1.34959	-0.0177731	0	-0.0457884	0.01	0	99945	99920	0	
1.78738	-1.1935	1.34959	-0.0177731	0	-0.0457884	0.01	0	99976	99957	0	
1.71643	-1.14558	1.35603	-0.0193839	0	-0.0431024	0.01	0	100006	99976	0	
1.71643	-1.14558	1.35603	-0.0193839	0	-0.0431024	0.01	0	100036	100010	0	
1.71643	-1.14558	1.35603	-0.0193839	0	-0.0431024	0.01	0	100065	100053	0	
1.71643	-1.14558	1.35603	-0.0193839	0	-0.0431024	0.01	0	100096	100084	0	
1.68132	-1.13575	1.35196	-0.0209223	0	-0.0427525	0.01	0	100125	100084	0	
1.68132	-1.13575	1.35196	-0.0209223	0	-0.0427525	0.01	0	100156	100084	0	
1.68132	-1.13575	1.35196	-0.0209223	0	-0.0427525	0.01	0	100185	100165	0	
1.68132	-1.13575	1.35196	-0.0209223	0	-0.0427525	0.01	0	100216	100207	0	
1.68132	-1.13575	1.35196	-0.0209223	0	-0.0427525	0.01	0	100245	100207	0	
1.68132	-1.13575	1.35196	-0.0209223	0	-0.0427525	0.01	0	100276	100247	0	
1.61914	-1.09318	1.34036	-0.0206157	0	-0.0408907	0.01	0	100305	100301	0	
1.61914	-1.09318	1.34036	-0.0206157	0	-0.0408907	0.01	0	100336	100324	0	
1.61914	-1.09318	1.34036	-0.0206157	0	-0.0408907	0.01	0	100365	100347	0	
1.61914	-1.09318	1.34036	-0.0206157	0	-0.0408907	0.01	0	100396	100367	0	
1.59394	-1.0762	1.33786	-0.0196545	0	-0.0401554	0.01	0	100425	100414	0	
1.59394	-1.0762	1.33786	-0.0196545	0	-0.0401554	0.01	0	100456	100414	0	
1.59394	-1.0762	1.33786	-0.0196545	0	-0.0401554	0.01	0	100485	100414	0	
1.59394	-1.0762	1.33786	-0.0196545	0	-0.0401554	0.01	0	100516	100511	0	
1.59394	-1.0762	1.33786	-0.0196545	0	-0.0401554	0.01	0	100546	100532	0	
1.59394	-1.0762	1.33786	-0.0196545	0	-0.0401554	0.01	0	100575	100559	0	
1.51341	-1.02478	1.32114	-0.0243887	0	-0.0382939	0.01	0	100606	100580	0	
1.51341	-1.02478	1.32114	-0.0243887	0	-0.0382939	0.01	0	100635	100612	0	
1.51341	-1.02478	1.32114	-0.0243887	0	-0.0382939	0.01	0	100666	100655	0	
1.51341	-1.02478	1.32114	-0.0243887	0	-0.0382939	0.01	0	100695	100676	0	
1.47511	-0.984608	1.3109	-0.0228939	0	-0.0367289	0.01	0	100726	100698	0	
1.47511	-0.984608	1.3109	-0.0228939	0	-0.0367289	0.01	0	100755	100731	0	
1.47511	-0.984608	1.3109	-0.0228939	0	-0.0367289	0.01	0	100786	100756	0	
1.47511	-0.984608	1.3109	-0.0228939	0	-0.0367289	0.01	0	100815	100801	0	
1.47511	-0.984608	1.3109	-0.0228939	0	-0.0367289	0.01	0	100846	100837	0	
1.47511	-0.984608	1.3109	-0.0228939	0	-0.0367289	0.01	0	100875	100866	0	
1.41183	-0.916955	1.31425	-0.0265738	0	-0.0330264	0.01	0	100906	100902	0	
1.41183	-0.916955	1.31425	-0.0265738	0	-0.0330264	0.01	0	100935	100932	0	
1.41183	-0.916955	1.31425	-0.0265738	0	-0.0330264	0.01	0	100966	100932	0	
1.41183	-0.916955	1.31425	-0.0265738	0	-0.0330264	0.01	0	100996	100981	0	
1.40464	-0.901844	1.31404	-0.0281526	0	0	0.01	0	101026	101009	0	
1.40464	-0.901844	1.31404	-0.0281526	0	0	0.01	0	101056	101032	0	
1.40464	-0.901844	1.31404	-0.0281526	0	0	0.01	0	101085	101058	0	
1.40464	-0.901844	1.31404	-0.0281526	0	0	0.01	0	101116	101097	0	
1.40464	-0.901844	1.31404	-0.0281526	0	0	0.01	0	101145	101097	0	
1.40464	-0.901844	1.31404	-0.0281526	0	0	0.01	0	101176	101175	0	
1.34197	-0.834065	1.31326	-0.0291212	0	0	0.01	0	101205	101195	0	
1.34197	-0.834065	1.31326	-0.0291212	0	0	0.01	0	101236	101218	0	
1.34197	-0.834065	1.31326	-0.0291212	0	0	0.01	0	101265	101252	0	
1.34197	-0.834065	1.31326	-0.0291212	0	0	0.01	0	101296	101286	0	
1.33966	-0.809547	1.30757	-0.0291478	0	0	0.01	0	101325	101325	0	
1.33966	-0.809547	1.30757	-0.0291478	0	0	0.01	0	101356	101344	0	
1.33966	-0.809547	1.30757	-0.0291478	0	0	0.01	0	101385	101344	0	
1.33966	-0.809547	1.30757	-0.0291478	0	0	0.01	0	101416	101390	0	
1.33966	-0.809547	1.30757	-0.0291478	0	0	0.01	0	101445	101419	0	
1.33966	-0.809547	1.30757	-0.0291478	0	0	0.01	0	101476	101451	0	
1.27399	-0.739391	1.28183	-0.0318597	0	0	0.01	0	101505	101481	0	
1.27399	-0.739391	1.28183	-0.0318597	0	0	0.01	0	101536	101506	0	
1.27399	-0.739391	1.28183	-0.0318597	0	0	0.01	0	101565	101552	0	
1.27399	-0.739391	1.28183	-0.0318597	0	0	0.01	0	101595	101582	0	
1.2297	-0.698799	1.28792	-0.0313016	0	0	0.01	0	101626	101582	0	
1.2297	-0.698799	1.28792	-0.0313016	0	0	0.01	0	101655	101641	0	
1.2297	-0.698799	1.28792	-0.0313016	0	0	0.01	0	101686	101686	0	
1.2297	-0.698799	1.28792	-0.0313016	0	0	0.01	0	101715	101686	0	
1.2297	-0.698799	1.28792	-0.0313016	0	0	0.01	0	101746	101745	0	
1.2297	-0.698799	1.28792	-0.0313016	0	0	0.01	0	101775	101745	0	
1.18137	-0.645042	1.29469	-0.0326063	0	0	0.01	0	101806	101778	0	
1.18137	-0.645042	1.29469	-0.0326063	0	0	0.01	0	101835	101817	0	
1.18137	-0.645042	1.29469	-0.0326063	0	0	0.01	0	101866	101841	0	
1.18137	-0.645042	1.29469	-0.0326063	0	0	0.01	0	101895	101879	0	
1.17282	-0.614037	1.29287	-0.034402	0	0	0.01	0	101926	101918	0	
1.17282	-0.614037	1.29287	-0.034402	0	0	0.01	0	101956	101947	0	
1.17282	-0.614037	1.29287	-0.034402	0	0	0.01	0	101985	101973	0	
1.17282	-0.614037	1.29287	-0.034402	0	0	0.01	0	102016	102001	0	
1.17282	-0.614037	1.29287	-0.034402	0	0	0.01	0	102045	102033	0	
1.17282	-0.614037	1.29287	-0.034402	0	0	0.01	0	102076	102060	0	
1.10641	-0.531694	1.29144	-0.0338947	0	0	0.01	0	102105	102060	0	
1.10641	-0.531694	1.29144	-0.0338947	0	0	0.01	0	102136	102123	0	
1.10641	-0.531694	1.29144	-0.0338947	0	0	0.01	0	102165	102143	0	
1.10641	-0.531694	1.29144	-0.0338947	0	0	0.01	0	102196	102167	0	
1.11131	-0.51233	1.29113	-0.035604	0	0	0.01	0	102225	102204	0	
1.11131	-0.51233	1.29113	-0.035604	0	0	0.01	0	102256	102232	0	
1.11131	-0.51233	1.29113	-0.035604	0	0	0.01	0	102285	102261	0	
1.11131	-0.51233	1.29113	-0.035604	0	0	0.01	0	102316	102306	0	
1.11131	-0.51233	1.29113	-0.035604	0	0	0.01	0	102346	102339	0	
1.11131	-0.51233	1.29113	-0.035604	0	0	0.01	0	102375	102361	0	
1.05885	-0.465345	1.29327	-0.0379216	0	0	0.01	0	102406	102397	0	
1.05885	-0.465345	1.29327	-0.0379216	0	0	0.01	0	102435	102427	0	
1.05885	-0.465345	1.29327	-0.0379216	0	0	0.01	0	102466	102453	0	
1.05885	-0.465345	1.29327	-0.0379216	0	0	0.01	0	102495	102453	0	
1.03949	-0.449729	1.28965	-0.0379324	0	0	0.01	0	102526	102500	0	
1.03949	-0.449729	1.28965	-0.0379324	0	0	0.01	0	102555	102527	0	
1.03949	-0.449729	1.28965	-0.0379324	0	0	0.01	0	102586	102562	0	
1.03949	-0.449729	1.28965	-0.0379324	0	0	0.01	0	102615	102562	0	
1.03949	-0.449729	1.28965	-0.0379324	0	0	0.01	0	102646	102620	0	
1.03949	-0.449729	1.28965	-0.0379324	0	0	0.01	0	102675	102651	0	
1.00948	-0.405144	1.28862	-0.039954	0	0	0.01	0	102706	102680	0	
1.00948	-0.405144	1.28862	-0.039954	0	0	0.01	0	102735	102711	0	
1.00948	-0.405144	1.28862	-0.039954	0	0	0.01	0	102766	102739	0	
1.00948	-0.405144	1.28862	-0.039954	0	0	0.01	0	102795	102794	0	
1.00769	-0.413417	1.28787	-0.0410147	0	0	0.01	0	102826	102824	0	
1.00769	-0.413417	1.28787	-0.0410147	0	0	0.01	0	102856	102824	0	
1.00769	-0.413417	1.28787	-0.0410147	0	0	0.01	0	102885	102868	0	
1.00769	-0.413417	1.28787	-0.0410147	0	0	0.01	0	102916	102898	0	
1.00769	-0.413417	1.28787	-0.0410147	0	0	0.01	0	102945	102930	0	
1.00769	-0.413417	1.28787	-0.0410147	0	0	0.01	0	102976	102959	0	
0.989051	-0.368964	1.28991	-0.0456499	0	0	0.01	0	103005	102986	0	
0.989051	-0.368964	1.28991	-0.0456499	0	0	0.01	0	103036	103015	0	
0.989051	-0.368964	1.28991	-0.0456499	0	0	0.01	0	103065	103064	0	
0.989051	-0.368964	1.28991	-0.0456499	0	0	0.01	0	103096	103064	0	
0.947784	-0.337056	1.29519	-0.0463162	0	0	0.01	0	103125	103114	0	
0.947784	-0.337056	1.29519	-0.0463162	0	0	0.01	0	103156	103141	0	
0.947784	-0.337056	1.29519	-0.0463162	0	0	0.01	0	103185	103171	0	
0.947784	-0.337056	1.29519	-0.0463162	0	0	0.01	0	103216	103198	0	
0.947784	-0.337056	1.29519	-0.0463162	0	0	0.01	0	103245	103226	0	
0.947784	-0.337056	1.29519	-0.0463162	0	0	0.01	0	103276	103259	0	
0.936389	-0.333378	1.29875	-0.0477684	0	0	0.01	0	103305	103285	0	
0.936389	-0.333378	1.29875	-0.0477684	0	0	0.01	0	103336	103316	0	
0.936389	-0.333378	1.29875	-0.0477684	0	0	0.01	0	103365	103349	0	
0.936389	-0.333378	1.29875	-0.0477684	0	0	0.01	0	103396	103372	0	
0.922767	-0.333306	1.29776	-0.0505151	0	0	0.01	0	103425	103406	0	
0.922767	-0.333306	1.29776	-0.0505151	0	0	0.01	0	103456	103446	0	
0.922767	-0.333306	1.29776	-0.0505151	0	0	0.01	0	103485	103477	0	
0.922767	-0.333306	1.29776	-0.0505151	0	0	0.01	0	103516	103499	0	
0.922767	-0.333306	1.29776	-0.0505151	0	0	0.01	0	103545	103540	0	
0.922767	-0.333306	1.29776	-0.0505151	0	0	0.01	0	103575	103540	0	
0.848243	-0.327965	1.30359	-0.0547984	0	0	0.01	0	103606	103591	0	
0.848243	-0.327965	1.30359	-0.0547984	0	0	0.01	0	103635	103610	0	
0.848243	-0.327965	1.30359	-0.0547984	0	0	0.01	0	103666	103642	0	
0.848243	-0.327965	1.30359	-0.0547984	0	0	0.01	0	103695	103674	0	
0.884079	-0.312585	1.30256	-0.0573955	0	0	0.01	0	103726	103697	0	
0.884079	-0.312585	1.30256	-0.0573955	0	0	0.01	0	103755	103727	0	
0.884079	-0.312585	1.30256	-0.0573955	0	0	0.01	0	103786	103761	0	
0.884079	-0.312585	1.30256	-0.0573955	0	0	0.01	0	103815	103805	0	
0.884079	-0.312585	1.30256	-0.0573955	0	0	0.01	0	103846	103831	0	
0.884079	-0.312585	1.30256	-0.0573955	0	0	0.01	0	103875	103871	0	
0.879538	-0.316148	1.28982	-0.0612184	0	0	0.01	0	103906	103891	0	
0.879538	-0.316148	1.28982	-0.0612184	0	0	0.01	0	103935	103922	0	
0.879538	-0.316148	1.28982	-0.0612184	0	0	0.01	0	103966	103962	0	
0.879538	-0.316148	1.28982	-0.0612184	0	0	0.01	0	103995	103962	0	
0.86975	-0.303446	1.28257	-0.0647592	0	0	0.01	0	104026	104002	0	
0.86975	-0.303446	1.28257	-0.0647592	0	0	0.01	0	104055	104038	0	
0.86975	-0.303446	1.28257	-0.0647592	0	0	0.01	0	104086	104084	0	
0.86975	-0.303446	1.28257	-0.0647592	0	0	0.01	0	104115	104084	0	
0.86975	-0.303446	1.28257	-0.0647592	0	0	0.01	0	104146	104140	0	
0.86975	-0.303446	1.28257	-0.0647592	0	0	0.01	0	104175	104160	0	
0.880084	-0.30058	1.29199	-0.0666119	0	0	0.01	0	104206	104202	0	
0.880084	-0.30058	1.29199	-0.0666119	0	0	0.01	0	104235	104231	0	
0.880084	-0.30058	1.29199	-0.0666119	0	0	0.01	0	104266	104257	0	
0.880084	-0.30058	1.29199	-0.0666119	0	0	0.01	0	104295	104257	0	
0.889262	-0.312908	1.29545	-0.0684061	0	0	0.01	0	104326	104308	0	
0.889262	-0.312908	1.29545	-0.0684061	0	0	0.01	0	104355	104342	0	
0.889262	-0.312908	1.29545	-0.0684061	0	0	0.01	0	104386	104361	0	
0.889262	-0.312908	1.29545	-0.0684061	0	0	0.01	0	104415	104387	0	
0.889262	-0.312908	1.29545	-0.0684061	0	0	0.01	0	104446	104437	0	
0.889262	-0.312908	1.29545	-0.0684061	0	0	0.01	0	104475	104457	0	
0.906211	-0.298034	1.28325	-0.0710068	0	0	0.01	0	104506	104477	0	
0.906211	-0.298034	1.28325	-0.0710068	0	0	0.01	0	104535	104520	0	
0.906211	-0.298034	1.28325	-0.0710068	0	0	0.01	0	104566	104520	0	
