MS	x	y	z	vx	vy	vz	ax	ay	az	
6339	0.823518	0.522825	1.08184	0.000237494	0.00187104	7.49602e-11	-0.269254	0.681043	0.312334	
6400	0.821032	0.525689	1.07984	-0.000428748	0.000760272	1.31631e-10	-0.276682	0.68054	0.313407	
6429	0.821032	0.525689	1.07984	-0.000178748	0.00214322	1.18267e-10	-0.27633	0.680549	0.24639	
6460	0.821032	0.525689	1.07984	-0.00084599	0.00188132	9.94548e-11	-0.277193	0.6805	0.255012	
6549	0.822954	0.525987	1.07818	-0.00154019	1.3415e-05	1.95413e-10	-0.27666	0.682261	0.310179	
6669	0.819534	0.524006	1.07722	0.000308271	-0.00029765	9.45467e-11	-0.270074	0.688102	0.315156	
6700	0.819534	0.524006	1.07722	-0.000318658	-0.000135859	1.76836e-10	-0.280681	0.676841	0.280692	
6849	0.822173	0.521581	1.08211	-0.0011407	0.00115214	3.15332e-11	-0.277253	0.680839	0.262777	
6879	0.822173	0.521581	1.08211	-0.0002853	0.00107163	8.50223e-11	-0.277941	0.680162	0.236173	
6909	0.822173	0.521581	1.08211	0.000640507	0.00178601	5.5946e-11	-0.276237	0.680732	0.310811	
7089	0.821821	0.522332	1.08079	-0.0018395	0.000948362	1.50544e-10	-0.277535	0.68134	0.313632	
7449	0.817539	0.523176	1.07793	-0.000591837	0.000425997	8.53774e-11	-0.277226	0.680165	0.23716	
7479	0.817539	0.523176	1.07793	0.00111005	0.000305226	6.39103e-11	-0.277055	0.680817	0.236705	
7599	0.821814	0.521819	1.08016	-0.000880487	0.000625817	2.10503e-10	-0.27718	0.681815	0.305077	
7900	0.814897	0.52529	1.07916	-0.000757245	0.00126463	9.82713e-11	-0.277316	0.680443	0.297792	
8079	0.822541	0.52345	1.08191	-0.000158641	0.000539552	6.45139e-11	-0.277055	0.681092	0.307209	
8229	0.818618	0.523105	1.07941	-0.000878594	0.00168486	4.40423e-11	-0.205258	0.682193	0.293615	
8619	0.822186	0.520227	1.07632	-0.000479892	0.000634174	2.34465e-10	-0.27733	0.680579	0.325646	
8950	0.826993	0.522019	1.08006	6.94165e-05	0.00126571	1.31752e-10	-0.277441	0.681127	0.313695	
9129	0.820362	0.524666	1.07494	-0.000767252	0.000629899	1.5605e-10	-0.209057	0.681492	0.325105	
9249	0.825656	0.520998	1.08231	0.000239469	0.00192327	1.65508e-10	-0.219765	0.681764	0.239866	
10120	0.80784	0.526402	1.07635	-0.00042671	0.0016415	4.76146e-11	-0.276965	0.680293	0.226736	
10779	0.834083	0.515348	1.08113	-0.00136317	0.00108471	1.61178e-10	-0.277937	0.680279	0.233591	
10900	0.834316	0.514586	1.08232	-0.000153276	0.000574733	6.38986e-11	-0.275523	0.680993	0.236661	
11019	0.829673	0.513969	1.07961	-0.00151153	0.000412775	7.81077e-11	-0.277022	0.680174	0.23669	
11199	0.824427	0.513563	1.08412	-0.000270282	0.000822708	2.93095e-11	-0.275695	0.681203	0.325661	
11289	0.821686	0.51571	1.08409	0.000198265	0.000843551	9.89754e-11	-0.276852	0.680106	0.235656	
11499	0.827882	0.514323	1.08179	-0.000338351	0.000856295	8.47714e-11	-0.211363	0.681432	0.313968	
11649	0.82735	0.517944	1.08281	-0.000640215	0.00110217	1.24482e-10	-0.201663	0.682825	0.319184	
11680	0.82735	0.517944	1.08281	-0.00067725	0.000121982	2.33486e-11	-0.288012	0.680805	0.259429	
11709	0.82735	0.517944	1.08281	0.000661474	0.00092449	1.20394e-10	-0.280769	0.680546	0.308704	
11740	0.82735	0.517944	1.08281	0.000425478	0.000893215	5.71539e-11	-0.262599	0.680425	0.238141	
11979	0.829772	0.51477	1.08205	-6.02935e-05	0.000465861	6.51828e-11	-0.276923	0.680283	0.271595	
12099	0.831836	0.515025	1.08224	-0.000210484	6.798e-05	1.05379e-10	-0.280468	0.681002	0.270202	
12189	0.832684	0.513974	1.08373	-0.00122566	0.000636502	1.39919e-11	-0.275942	0.680164	0.233198	
12219	0.832684	0.513974	1.08373	-0.00207705	0.000139079	1.40899e-10	-0.276085	0.679457	0.234832	
12399	0.824224	0.525265	1.06952	-0.00105029	0.00151175	2.84017e-11	-0.277388	0.681065	0.236681	
12730	0.8093	0.527278	1.06576	-0.000773868	0.000501725	1.22317e-10	-0.278051	0.680751	0.313632	
12790	0.801971	0.531527	1.06909	0.000676284	1.36482e-06	3.54963e-11	-0.278738	0.680818	0.236642	
13149	0.810184	0.493456	1.061	0.000165662	0.00215061	8.19506e-11	-0.363009	0.680128	0.303521	
13539	0.826705	0.492808	1.07177	7.24825e-05	0.00105985	7.8269e-11	-0.271603	0.680408	0.237179	
13659	0.836951	0.494211	1.07052	-0.000404978	0.000659353	4.25922e-11	-0.276316	0.681536	0.236623	
14350	0.818884	0.502063	1.06794	0.000406245	0.000612177	7.85534e-11	-0.277993	0.681185	0.238041	
14529	0.821865	0.501871	1.06842	-0.000652014	0.00075126	5.57457e-11	-0.275305	0.680326	0.232274	
14589	0.821019	0.501793	1.06858	0.000276732	0.000692633	1.13271e-10	-0.290296	0.680306	0.269693	
14709	0.820118	0.501447	1.06872	-0.00162862	0.00169807	3.5729e-11	-0.277372	0.681813	0.396989	
14859	0.823333	0.502466	1.0688	0.000274462	0.000283805	1.50017e-10	-0.277142	0.681822	0.312535	
15009	0.821305	0.501848	1.06826	-0.000203969	-4.03432e-05	9.59651e-11	-0.258722	0.680874	0.319884	
15249	0.817843	0.50123	1.06997	-0.000352304	0.00148984	2.77935e-11	-0.276987	0.681248	0.231613	
15399	0.818214	0.503888	1.06923	0.00029163	0.00149664	2.12034e-11	-0.277311	0.679577	0.235593	
15459	0.821034	0.502453	1.06766	0.000256255	0.00094022	5.68253e-11	-0.277869	0.681042	0.236772	
15610	0.814771	0.509934	1.06396	-0.000984478	0.00119945	1.28506e-10	-0.276608	0.681761	0.237974	
15939	0.813391	0.509731	1.06432	-0.000588038	0.000746209	7.68111e-11	-0.277161	0.681762	0.320046	
16000	0.819221	0.508871	1.06399	0.000347899	0.0012737	9.66674e-11	-0.277026	0.680795	0.247865	
16149	0.816577	0.50815	1.06453	-0.00164319	0.00125824	1.4202e-11	-0.276425	0.680936	0.2367	
16659	0.811237	0.50968	1.06456	-0.00109046	0.000115139	5.51778e-11	-0.275606	0.681719	0.306543	
16779	0.81085	0.507847	1.0648	-0.00130656	0.000433171	7.08002e-11	-0.228748	0.681397	0.236001	
17079	0.814441	0.509281	1.06434	-0.00020704	0.00172512	1.49296e-10	-0.277014	0.681154	0.236978	
17199	0.813209	0.509148	1.06452	-0.000569048	0.00146556	9.24026e-11	-0.278089	0.681058	0.23693	
17289	0.813303	0.509169	1.06415	-0.00134555	0.00159855	3.01968e-11	-0.277419	0.679119	0.25164	
17619	0.815868	0.508074	1.06428	-0.000372826	0.000150266	1.10006e-10	-0.277699	0.679788	0.229179	
17679	0.819636	0.508613	1.06384	0.000416414	0.000668375	5.67413e-11	-0.284325	0.680943	0.236422	
17920	0.817845	0.508395	1.0641	3.40362e-05	-0.000469065	1.42778e-11	-0.28531	0.679629	0.237964	
18279	0.815061	0.509827	1.06404	0.000553771	0.000260946	1.06677e-10	-0.205489	0.680857	0.237059	
18400	0.818703	0.510413	1.06348	-0.000897068	0.000341453	4.26396e-11	-0.238629	0.681638	0.236886	
18880	0.815178	0.508244	1.06423	-0.000661943	0.000714178	2.12713e-10	-0.277094	0.681105	0.295435	
19059	0.813269	0.507544	1.0648	-0.000770866	4.64185e-05	1.40635e-10	-0.269529	0.680599	0.312521	
19239	0.817737	0.50818	1.06442	-0.00127941	-0.000256292	2.75523e-11	-0.277399	0.681475	0.306136	
19269	0.817737	0.50818	1.06442	-0.00114917	0.00146937	1.24461e-10	-0.276901	0.680072	0.296336	
19480	0.817759	0.510345	1.06389	-0.00132437	0.000845334	7.28244e-11	-0.286029	0.681129	0.303435	
19540	0.819151	0.510365	1.0638	-0.00151087	0.000419246	9.49517e-11	-0.262377	0.6803	0.226076	
19749	0.824853	0.509231	1.06351	-0.000977805	-6.12227e-05	1.11796e-10	-0.276542	0.681368	0.310543	
19809	0.822532	0.509021	1.06364	-0.000970912	0.00127201	9.28943e-12	-0.276288	0.681657	0.309648	
20379	0.823428	0.509099	1.06361	-0.000219538	0.0015509	1.49838e-10	-0.275972	0.681605	0.277477	
20559	0.817161	0.508039	1.0643	0.000405108	0.00077239	5.68769e-11	-0.277668	0.680586	0.236987	
20859	0.814633	0.510077	1.06455	0.000233181	0.00158928	1.01014e-10	-0.276468	0.681376	0.306103	
21399	0.825394	0.511452	1.06324	0.000231542	0.00106854	5.64487e-11	-0.275957	0.680577	0.313604	
21789	0.825754	0.511497	1.06336	-0.000926004	0.00107412	9.80359e-11	-0.276641	0.681577	0.326786	
21999	0.818307	0.508425	1.06442	-0.000827021	0.000826043	3.35197e-11	-0.277348	0.685403	0.223465	
22090	0.821166	0.508783	1.0641	-0.000113839	0.00115796	1.04335e-10	-0.271302	0.681859	0.316167	
22209	0.821387	0.508809	1.06409	0.00031449	0.000227093	2.63677e-10	-0.277714	0.681171	0.313901	
22479	0.818343	0.509802	1.06401	-0.000352946	0.000736785	1.2872e-10	-0.276874	0.680979	0.306477	
22569	0.819472	0.509951	1.06382	0.000206852	0.00102668	1.2333e-10	-0.278617	0.680952	0.293644	
22600	0.819472	0.509951	1.06382	-0.0005848	0.00081108	8.82569e-11	-0.277379	0.680093	0.29419	
22660	0.820342	0.510017	1.0638	-0.00100978	-0.000310287	9.65578e-11	-0.276687	0.680673	0.292599	
22689	0.820342	0.510017	1.0638	-0.00131484	5.22968e-05	4.58162e-11	-0.258039	0.68178	0.305442	
22749	0.817302	0.5097	1.06426	-0.000270706	-0.000463514	4.97663e-11	-0.275791	0.679769	0.236982	
23109	0.816356	0.51024	1.06407	-0.000267158	0.000889524	2.00407e-10	-0.204707	0.68326	0.392956	
23139	0.816356	0.51024	1.06407	0.000261664	0.000871128	5.81983e-11	-0.285962	0.681581	0.387988	
23350	0.814619	0.508048	1.06464	9.90908e-05	0.00102598	1.77038e-10	-0.277188	0.681734	0.347134	
23379	0.814619	0.508048	1.06464	-0.000896776	0.00120704	1.83901e-10	-0.276562	0.681905	0.383127	
23469	0.820735	0.508962	1.06411	-0.000838889	0.00108615	1.00627e-10	-0.277469	0.680366	0.239588	
23500	0.820735	0.508962	1.06411	-0.000681324	0.000560352	4.88198e-11	-0.276593	0.68008	0.271221	
23589	0.820734	0.509003	1.06416	-0.000151545	0.000878278	4.95741e-11	-0.276314	0.665883	0.236067	
23679	0.821402	0.509129	1.06403	-0.000472468	0.000503442	2.44999e-10	-0.278618	0.680059	0.291666	
23739	0.822428	0.509246	1.06388	-0.000659376	0.000888422	-0.000192629	574215	65794.4	-81278.5	
24010	0.81395	0.508317	1.06446	-0.00115393	0.000644007	6.70267e-11	-0.277626	0.68172	0.319175	
24099	0.819722	0.508984	1.06393	0.000368235	0.000910598	2.31488e-10	-0.277497	0.682664	0.385814	
24309	0.819997	0.509093	1.06375	-0.00165025	0.00146736	6.59212e-11	-0.240234	0.681643	0.313911	
24399	0.81536	0.508385	1.06403	-0.000150157	-0.000142524	8.61501e-11	-0.278671	0.68073	0.319074	
24459	0.822913	0.509261	1.06339	-0.000338261	0.000993226	1.505e-10	-0.277071	0.680201	0.313542	
24490	0.822913	0.509261	1.06339	-4.66187e-05	0.00031848	1.3172e-10	-0.277578	0.681774	0.313618	
24519	0.822913	0.509261	1.06339	-0.000447638	0.00109433	5.41813e-11	-0.276684	0.680227	0.258006	
24789	0.82102	0.508949	1.06391	-0.000527696	0.00128582	2.7866e-11	-0.22666	0.641445	0.232216	
24820	0.82102	0.508949	1.06391	-0.000516738	0.000545032	3.57299e-11	-0.272822	0.68326	0.238199	
25300	0.82557	0.509422	1.06341	0.000431813	0.000947682	1.31422e-10	-0.268662	0.681947	0.312909	
25449	0.824185	0.5093	1.06369	-0.000873635	0.000614059	1.13235e-10	-0.278138	0.680762	0.314543	
25629	0.822818	0.509041	1.06372	0.000181981	0.00120697	1.81216e-10	-0.19776	0.682296	0.302026	
25839	0.828746	0.50376	1.06658	-0.000842675	0.000789883	1.82904e-10	-0.276946	0.68129	0.320885	
26139	0.825047	0.50304	1.06716	-4.56646e-05	0.000865838	6.89088e-11	-0.276569	0.680808	0.28712	
26170	0.825047	0.50304	1.06716	-4.56652e-05	0.000865838	3.27317e-10	-0.276569	0.680808	0.28712	
26319	0.823458	0.502773	1.06734	-0.00134876	0.000819976	7.51166e-11	-0.27758	0.679934	0.312986	
26350	0.823458	0.502773	1.06734	-0.000823314	0.0013176	1.411e-10	-0.27727	0.680427	0.313556	
26499	0.822658	0.502809	1.0677	-0.000542925	0.000414505	1.79647e-10	-0.259418	0.642459	0.31517	
26619	0.819862	0.508681	1.06389	-0.00120116	0.000920075	4.35168e-11	-0.268516	0.682228	0.36264	
26680	0.819993	0.508807	1.06394	-0.00026571	0.000301245	1.38177e-10	-0.209911	0.68258	0.383826	
26739	0.819535	0.50898	1.06411	-0.000527711	-0.000863351	0.000221978	-326580	123752	121299	
27009	0.818453	0.508798	1.06412	4.36951e-05	0.000829682	5.58952e-11	-0.246072	0.686293	0.310529	
27159	0.817283	0.510122	1.06466	-0.00139853	0.000981345	1.70704e-10	-0.262687	0.681902	0.258643	
27489	0.8181	0.510433	1.06385	0.000145576	0.000367039	1.17314e-10	-0.276694	0.680448	0.230027	
27580	0.811785	0.509665	1.06449	-0.000410742	0.00142936	5.58391e-11	-0.278447	0.680384	0.310217	
27640	0.824028	0.511084	1.06301	-0.00216952	0.00422398	-0.000504141	3.51116e+06	560724	-381925	
27729	0.823375	0.509366	1.06329	-0.00160988	0.000940848	1.30928e-10	-0.276799	0.681149	0.290952	
27789	0.822456	0.509312	1.06319	-0.00124683	0.000788731	1.95635e-10	-0.260354	0.681078	0.271715	
27820	0.822456	0.509312	1.06319	-0.000611771	0.0012923	1.6104e-11	-0.292541	0.68075	0.2684	
27939	0.824532	0.51139	1.06288	-0.0013043	0.00101466	6.06951e-11	-0.265979	0.681567	0.224797	
27999	0.819912	0.504293	1.069	-0.000454018	0.000497135	8.64242e-11	-0.276676	0.681123	0.320089	
28269	0.823479	0.502713	1.06737	-0.00139962	0.000886156	1.43104e-10	-0.194542	0.68247	0.397511	
28480	0.821816	0.502718	1.06755	-2.72952e-05	-0.00933874	2.06643e-10	-0.287554	0.681631	0.313096	
28509	0.821816	0.502718	1.06755	0.000315632	-0.0057629	2.07167e-11	-0.276017	0.680994	0.230186	
28599	0.817072	0.501843	1.06781	0.00673322	-0.004716	0.000247031	-530060	-221959	-108380	
29019	0.829002	0.503378	1.06642	0.00034861	0.000983335	2.39713e-10	-0.266203	0.674485	0.380497	
29079	0.828743	0.5034	1.06643	-0.000352644	0.000851613	1.36649e-10	-0.277017	0.679836	0.303665	
29169	0.829273	0.503579	1.06807	0.000582302	0.00129743	5.62841e-11	-0.276439	0.681256	0.312689	
29230	0.822203	0.502625	1.06745	0.000855607	0.00159994	1.03409e-10	-0.276909	0.682413	0.313359	
29379	0.819918	0.510716	1.0637	6.45133e-05	0.00103509	4.71168e-11	-0.280609	0.680594	0.314112	
29529	0.823972	0.511168	1.06326	6.66298e-06	-1.91054e-05	2.22677e-10	-0.208514	0.682899	0.390661	
29559	0.823972	0.511168	1.06326	-0.00101634	-2.94685e-05	1.12807e-10	-0.216299	0.683256	0.376023	
29799	0.822222	0.511036	1.0637	-0.000198977	0.00144845	1.47458e-10	-0.276402	0.681696	0.307205	
29980	0.815187	0.510238	1.06424	-0.000249839	0.00101776	2.82105e-11	-0.276943	0.680824	0.313451	
30669	0.824857	0.503336	1.06732	0.000117816	0.000417977	6.51919e-11	-0.277731	0.681473	0.310437	
30759	0.828424	0.503846	1.0671	-0.000996521	0.00058978	1.742e-10	-0.277245	0.681006	0.305614	
30819	0.825158	0.509501	1.06364	-0.000129672	0.000368955	1.66179e-11	-0.279293	0.679874	0.276965	
30939	0.822917	0.509143	1.0638	-6.51091e-05	0.000616754	2.81545e-11	-0.276371	0.647626	0.312828	
30999	0.820565	0.508866	1.0642	-0.000813173	0.00138601	3.2826e-11	-0.276173	0.677748	0.27355	
31119	0.8249	0.509348	1.06341	-5.89675e-06	0.00119002	1.03447e-10	-0.276947	0.675345	0.229883	
31359	0.827287	0.509775	1.06317	-0.000954133	0.000816482	6.78664e-11	-0.261116	0.68177	0.251357	
31509	0.821763	0.508349	1.0641	-0.000359712	0.00106176	1.03886e-10	-0.280371	0.681366	0.288571	
31629	0.823073	0.508532	1.06381	-0.00152123	8.74386e-05	4.28603e-11	-0.276477	0.609826	0.238113	
31809	0.833659	0.510015	1.06295	-0.00154304	0.000872678	2.42418e-11	-0.277118	0.680619	0.269354	
31869	0.830829	0.509551	1.06313	-0.000819276	0.000681151	1.24967e-10	-0.276715	0.679973	0.231421	
32230	0.820664	0.508182	1.0641	-0.000563452	0.000622391	1.26602e-10	-0.277409	0.68051	0.234448	
32259	0.820664	0.508182	1.0641	0.000112566	0.0016734	4.31526e-11	-0.27694	0.680807	0.239736	
32319	0.822783	0.508436	1.064	-0.000680883	0.00203905	2.83856e-11	-0.276912	0.68149	0.236547	
32590	0.820012	0.508926	1.06439	0.000858237	0.00136657	2.06825e-10	-0.276566	0.680007	0.299746	
32679	0.821584	0.50913	1.06404	-0.00111055	0.000677846	5.28656e-11	-0.275825	0.679636	0.251741	
32739	0.817795	0.508577	1.06425	-0.00151287	0.000322606	3.67919e-11	-0.26287	0.680562	0.245279	
33009	0.82498	0.509979	1.06356	-0.00158567	-9.85159e-05	7.69592e-11	-0.211027	0.680133	0.256531	
33039	0.82498	0.509979	1.06356	-0.00157774	-9.80219e-05	1.82506e-10	-0.195205	0.680765	0.264501	
33070	0.82498	0.509979	1.06356	-0.000298881	0.000833772	2.82739e-11	-0.201642	0.682214	0.314155	
33159	0.821783	0.509815	1.06408	0.000681409	0.000834324	2.77256e-11	-0.201528	0.682485	0.308062	
33429	0.830741	0.510558	1.0632	-0.000251925	0.00129345	6.6674e-11	-0.276009	0.681698	0.246941	
33579	0.831125	0.510414	1.0633	-0.000910358	0.0016642	8.78895e-11	-0.277018	0.682449	0.325517	
34000	0.8268	0.503482	1.06746	0.001095	0.000785433	1.69521e-10	-0.278576	0.680136	0.269081	
34029	0.8268	0.503482	1.06746	0.000673053	0.000216012	2.01844e-10	-0.277195	0.680706	0.305825	
34120	0.82808	0.503651	1.06704	-0.00107894	0.000707342	1.40347e-10	-0.209771	0.682124	0.233912	
34209	0.830937	0.504289	1.06683	0.000789246	0.000309091	3.55287e-11	-0.247387	0.680114	0.236858	
