2.708	1.083    
2.167	1.083    
2.437	1.552    
2.979	1.552    
3.250	1.083    
2.979	0.614    
2.437	0.614    
2.437	0.614    
2.167	2.021    
2.437	2.490    
2.979	2.490    
3.250	2.021    
3.250	2.021    
3.250	2.960    
2.979	3.429    
2.437	3.429    
2.167	2.960    
2.167	2.960    
2.167	3.898    
2.437	4.367    
2.979	4.367
