xErr	yErr	zErr	oErr	inX	inY	inZ	inO	MS	
0.287073	0.551911	0.192607	0.0735907	0	0.1	0.01	0	193391	
0.287073	0.551911	0.192607	0.0735907	0	0.1	0.01	0	193422	
0.328948	0.535575	0.1971	0.0735456	0.1	0.1	0.01	0	193451	
0.328948	0.535575	0.1971	0.0735456	0.1	0.1	0.01	0	193482	
0.328948	0.535575	0.1971	0.0735456	0.1	0.1	0.01	0	193511	
0.328948	0.535575	0.1971	0.0735456	0.1	0.1	0.01	0	193542	
0.328948	0.535575	0.1971	0.0735456	0.1	0.1	0.01	0	193572	
0.368133	0.512189	0.198939	0.0755875	0.1	0.1	0.01	0	193601	
0.368133	0.512189	0.198939	0.0755875	0.1	0.1	0.01	0	193632	
0.368133	0.512189	0.198939	0.0755875	0.1	0.1	0.01	0	193662	
0.368133	0.512189	0.198939	0.0755875	0.1	0.1	0.01	0	193692	
0.405364	0.479388	0.203762	0.0786228	0.1	0.1	0.01	0	193722	
0.405364	0.479388	0.203762	0.0786228	0.1	0.1	0.01	0	193751	
0.405364	0.479388	0.203762	0.0786228	0.1	0.1	0.01	0	193782	
0.405364	0.479388	0.203762	0.0786228	0.1	0.1	0.01	0	193811	
0.405364	0.479388	0.203762	0.0786228	0.1	0.1	0.01	0	193842	
0.405364	0.479388	0.203762	0.0786228	0.1	0.1	0.01	0	193872	
0.469844	0.42568	0.21366	0.0822465	0.1	0.1	0.01	0	193901	
0.469844	0.42568	0.21366	0.0822465	0.1	0.1	0.01	0	193932	
0.469844	0.42568	0.21366	0.0822465	0.1	0.1	0.01	0	193962	
0.469844	0.42568	0.21366	0.0822465	0.1	0.1	0.01	0	193992	
0.49242	0.397331	0.213122	0.0833589	0.1	0.1	0.01	0	194022	
0.49242	0.397331	0.213122	0.0833589	0.1	0.1	0.01	0	194051	
0.49242	0.397331	0.213122	0.0833589	0.1	0.1	0.01	0	194082	
0.49242	0.397331	0.213122	0.0833589	0.1	0.1	0.01	0	194112	
0.49242	0.397331	0.213122	0.0833589	0.1	0.1	0.01	0	194141	
0.49242	0.397331	0.213122	0.0833589	0.1	0.1	0.01	0	194172	
0.526463	0.327867	0.230434	0.0835965	0.1	0.1	0.01	0	194201	
0.526463	0.327867	0.230434	0.0835965	0.1	0.1	0.01	0	194232	
0.526463	0.327867	0.230434	0.0835965	0.1	0.1	0.01	0	194261	
0.526463	0.327867	0.230434	0.0835965	0.1	0.1	0.01	0	194292	
0.53778	0.269388	0.245321	0.0834597	0.1	0.1	0.01	0	194322	
0.53778	0.269388	0.245321	0.0834597	0.1	0.1	0.01	0	194351	
0.53778	0.269388	0.245321	0.0834597	0.1	0.1	0.01	0	194382	
0.53778	0.269388	0.245321	0.0834597	0.1	0.1	0.01	0	194412	
0.53778	0.269388	0.245321	0.0834597	0.1	0.1	0.01	0	194442	
0.53778	0.269388	0.245321	0.0834597	0.1	0.1	0.01	0	194472	
0.542765	0.183847	0.262373	0.0850495	0.1	0	0.01	0	194501	
0.542765	0.183847	0.262373	0.0850495	0.1	0	0.01	0	194532	
0.542765	0.183847	0.262373	0.0850495	0.1	0	0.01	0	194561	
0.542765	0.183847	0.262373	0.0850495	0.1	0	0.01	0	194592	
0.534458	0.132108	0.275886	0.0859976	0.1	0	0.01	0	194622	
0.534458	0.132108	0.275886	0.0859976	0.1	0	0.01	0	194651	
0.534458	0.132108	0.275886	0.0859976	0.1	0	0.01	0	194682	
0.534458	0.132108	0.275886	0.0859976	0.1	0	0.01	0	194712	
0.534458	0.132108	0.275886	0.0859976	0.1	0	0.01	0	194742	
0.534458	0.132108	0.275886	0.0859976	0.1	0	0.01	0	194772	
0.498982	0.0230668	0.294586	0.0883908	0.1	0	0.01	0	194801	
0.498982	0.0230668	0.294586	0.0883908	0.1	0	0.01	0	194832	
0.498982	0.0230668	0.294586	0.0883908	0.1	0	0.01	0	194862	
0.498982	0.0230668	0.294586	0.0883908	0.1	0	0.01	0	194892	
0.478166	-0.0377266	0.29448	0.0902871	0.1	-0.1	0.01	0	194922	
0.478166	-0.0377266	0.29448	0.0902871	0.1	-0.1	0.01	0	194951	
0.478166	-0.0377266	0.29448	0.0902871	0.1	-0.1	0.01	0	194982	
0.478166	-0.0377266	0.29448	0.0902871	0.1	-0.1	0.01	0	195012	
0.478166	-0.0377266	0.29448	0.0902871	0.1	-0.1	0.01	0	195041	
0.478166	-0.0377266	0.29448	0.0902871	0.1	-0.1	0.01	0	195072	
0.418997	-0.152407	0.298874	0.0926444	0.1	-0.1	0.01	0	195102	
0.418997	-0.152407	0.298874	0.0926444	0.1	-0.1	0.01	0	195132	
0.418997	-0.152407	0.298874	0.0926444	0.1	-0.1	0.01	0	195162	
0.418997	-0.152407	0.298874	0.0926444	0.1	-0.1	0.01	0	195192	
0.394177	-0.184786	0.302803	0.0931044	0	-0.1	0.01	0	195222	
0.394177	-0.184786	0.302803	0.0931044	0	-0.1	0.01	0	195252	
0.394177	-0.184786	0.302803	0.0931044	0	-0.1	0.01	0	195281	
0.394177	-0.184786	0.302803	0.0931044	0	-0.1	0.01	0	195312	
0.394177	-0.184786	0.302803	0.0931044	0	-0.1	0.01	0	195341	
0.394177	-0.184786	0.302803	0.0931044	0	-0.1	0.01	0	195372	
0.305551	-0.294458	0.315505	0.0925521	0	-0.1	0.01	0	195401	
0.305551	-0.294458	0.315505	0.0925521	0	-0.1	0.01	0	195432	
0.305551	-0.294458	0.315505	0.0925521	0	-0.1	0.01	0	195462	
0.305551	-0.294458	0.315505	0.0925521	0	-0.1	0.01	0	195492	
0.233819	-0.349807	0.322882	0.0900029	0	-0.1	0.01	0	195522	
0.233819	-0.349807	0.322882	0.0900029	0	-0.1	0.01	0	195552	
0.233819	-0.349807	0.322882	0.0900029	0	-0.1	0.01	0	195582	
0.233819	-0.349807	0.322882	0.0900029	0	-0.1	0.01	0	195611	
0.233819	-0.349807	0.322882	0.0900029	0	-0.1	0.01	0	195642	
0.233819	-0.349807	0.322882	0.0900029	0	-0.1	0.01	0	195672	
0.111431	-0.409435	0.329555	0.0932077	0	-0.1	0.01	0	195702	
0.111431	-0.409435	0.329555	0.0932077	0	-0.1	0.01	0	195732	
0.111431	-0.409435	0.329555	0.0932077	0	-0.1	0.01	0	195761	
0.111431	-0.409435	0.329555	0.0932077	0	-0.1	0.01	0	195792	
0.0671118	-0.417745	0.329918	0.0988167	0	-0.1	0.01	0	195822	
0.0671118	-0.417745	0.329918	0.0988167	0	-0.1	0.01	0	195851	
0.0671118	-0.417745	0.329918	0.0988167	0	-0.1	0.01	0	195882	
0.0671118	-0.417745	0.329918	0.0988167	0	-0.1	0.01	0	195911	
0.0671118	-0.417745	0.329918	0.0988167	0	-0.1	0.01	0	195942	
0.0671118	-0.417745	0.329918	0.0988167	0	-0.1	0.01	0	195971	
-0.0812452	-0.427455	0.320436	0.101868	0	-0.1	0.01	0	196001	
-0.0812452	-0.427455	0.320436	0.101868	0	-0.1	0.01	0	196032	
-0.0812452	-0.427455	0.320436	0.101868	0	-0.1	0.01	0	196062	
-0.0812452	-0.427455	0.320436	0.101868	0	-0.1	0.01	0	196092	
-0.164786	-0.421424	0.30468	0.100529	-0.1	-0.1	0.01	0	196122	
-0.164786	-0.421424	0.30468	0.100529	-0.1	-0.1	0.01	0	196152	
-0.164786	-0.421424	0.30468	0.100529	-0.1	-0.1	0.01	0	196182	
-0.164786	-0.421424	0.30468	0.100529	-0.1	-0.1	0.01	0	196211	
-0.164786	-0.421424	0.30468	0.100529	-0.1	-0.1	0.01	0	196242	
-0.164786	-0.421424	0.30468	0.100529	-0.1	-0.1	0.01	0	196272	
-0.2802	-0.39104	0.271886	0.0951051	-0.1	-0.1	0.01	0	196302	
-0.2802	-0.39104	0.271886	0.0951051	-0.1	-0.1	0.01	0	196332	
-0.2802	-0.39104	0.271886	0.0951051	-0.1	-0.1	0.01	0	196362	
-0.2802	-0.39104	0.271886	0.0951051	-0.1	-0.1	0.01	0	196392	
-0.340862	-0.36666	0.256581	0.0909585	-0.1	-0.1	0.01	0	196422	
-0.340862	-0.36666	0.256581	0.0909585	-0.1	-0.1	0.01	0	196452	
-0.340862	-0.36666	0.256581	0.0909585	-0.1	-0.1	0.01	0	196481	
-0.340862	-0.36666	0.256581	0.0909585	-0.1	-0.1	0.01	0	196512	
-0.340862	-0.36666	0.256581	0.0909585	-0.1	-0.1	0.01	0	196541	
-0.340862	-0.36666	0.256581	0.0909585	-0.1	-0.1	0.01	0	196572	
-0.458481	-0.306955	0.231715	0.0899182	-0.1	-0.1	0.01	0	196602	
-0.458481	-0.306955	0.231715	0.0899182	-0.1	-0.1	0.01	0	196631	
-0.458481	-0.306955	0.231715	0.0899182	-0.1	-0.1	0.01	0	196662	
-0.458481	-0.306955	0.231715	0.0899182	-0.1	-0.1	0.01	0	196691	
-0.521046	-0.260081	0.216547	0.0885961	-0.1	-0.1	0.01	0	196722	
-0.521046	-0.260081	0.216547	0.0885961	-0.1	-0.1	0.01	0	196752	
-0.521046	-0.260081	0.216547	0.0885961	-0.1	-0.1	0.01	0	196782	
-0.521046	-0.260081	0.216547	0.0885961	-0.1	-0.1	0.01	0	196812	
-0.521046	-0.260081	0.216547	0.0885961	-0.1	-0.1	0.01	0	196841	
-0.521046	-0.260081	0.216547	0.0885961	-0.1	-0.1	0.01	0	196872	
-0.588908	-0.169358	0.186909	0.089276	-0.1	-0.1	0.01	0	196902	
-0.588908	-0.169358	0.186909	0.089276	-0.1	-0.1	0.01	0	196931	
-0.588908	-0.169358	0.186909	0.089276	-0.1	-0.1	0.01	0	196962	
-0.588908	-0.169358	0.186909	0.089276	-0.1	-0.1	0.01	0	196991	
-0.603908	-0.135558	0.176829	0.0870763	-0.1	0	0.01	0	197022	
-0.603908	-0.135558	0.176829	0.0870763	-0.1	0	0.01	0	197052	
-0.603908	-0.135558	0.176829	0.0870763	-0.1	0	0.01	0	197082	
-0.603908	-0.135558	0.176829	0.0870763	-0.1	0	0.01	0	197112	
-0.603908	-0.135558	0.176829	0.0870763	-0.1	0	0.01	0	197142	
-0.603908	-0.135558	0.176829	0.0870763	-0.1	0	0.01	0	197171	
-0.630144	-0.0702156	0.1534	0.0867608	-0.1	0	0.01	0	197202	
-0.630144	-0.0702156	0.1534	0.0867608	-0.1	0	0.01	0	197231	
-0.630144	-0.0702156	0.1534	0.0867608	-0.1	0	0.01	0	197262	
-0.630144	-0.0702156	0.1534	0.0867608	-0.1	0	0.01	0	197292	
-0.63777	0.00112542	0.131669	0.0871537	-0.1	0.1	0.01	0	197321	
-0.63777	0.00112542	0.131669	0.0871537	-0.1	0.1	0.01	0	197352	
-0.63777	0.00112542	0.131669	0.0871537	-0.1	0.1	0.01	0	197382	
-0.63777	0.00112542	0.131669	0.0871537	-0.1	0.1	0.01	0	197411	
-0.63777	0.00112542	0.131669	0.0871537	-0.1	0.1	0.01	0	197442	
-0.63777	0.00112542	0.131669	0.0871537	-0.1	0.1	0.01	0	197471	
-0.625066	0.136614	0.100022	0.0853025	-0.1	0.1	0.01	0	197502	
-0.625066	0.136614	0.100022	0.0853025	-0.1	0.1	0.01	0	197532	
-0.625066	0.136614	0.100022	0.0853025	-0.1	0.1	0.01	0	197561	
-0.625066	0.136614	0.100022	0.0853025	-0.1	0.1	0.01	0	197592	
-0.624517	0.173382	0.0842497	0.0851086	-0.1	0.1	0.01	0	197622	
-0.624517	0.173382	0.0842497	0.0851086	-0.1	0.1	0.01	0	197651	
-0.624517	0.173382	0.0842497	0.0851086	-0.1	0.1	0.01	0	197682	
-0.624517	0.173382	0.0842497	0.0851086	-0.1	0.1	0.01	0	197711	
-0.624517	0.173382	0.0842497	0.0851086	-0.1	0.1	0.01	0	197742	
-0.624517	0.173382	0.0842497	0.0851086	-0.1	0.1	0.01	0	197772	
-0.568285	0.287967	0.0698246	0.0797814	-0.1	0.1	0	0	197802	
-0.568285	0.287967	0.0698246	0.0797814	-0.1	0.1	0	0	197832	
-0.568285	0.287967	0.0698246	0.0797814	-0.1	0.1	0	0	197862	
-0.568285	0.287967	0.0698246	0.0797814	-0.1	0.1	0	0	197892	
-0.520123	0.335498	0.0634593	0.0763421	-0.1	0.1	0	0	197922	
-0.520123	0.335498	0.0634593	0.0763421	-0.1	0.1	0	0	197951	
-0.520123	0.335498	0.0634593	0.0763421	-0.1	0.1	0	0	197982	
-0.520123	0.335498	0.0634593	0.0763421	-0.1	0.1	0	0	198011	
-0.520123	0.335498	0.0634593	0.0763421	-0.1	0.1	0	0	198042	
-0.520123	0.335498	0.0634593	0.0763421	-0.1	0.1	0	0	198072	
-0.451643	0.381778	0.0544163	0.0729727	-0.1	0.1	0	0	198101	
-0.451643	0.381778	0.0544163	0.0729727	-0.1	0.1	0	0	198132	
-0.451643	0.381778	0.0544163	0.0729727	-0.1	0.1	0	0	198161	
-0.451643	0.381778	0.0544163	0.0729727	-0.1	0.1	0	0	198192	
-0.414175	0.39566	0.0513814	0.0700673	-0.1	0.1	0	0	198222	
-0.414175	0.39566	0.0513814	0.0700673	-0.1	0.1	0	0	198252	
-0.414175	0.39566	0.0513814	0.0700673	-0.1	0.1	0	0	198282	
-0.414175	0.39566	0.0513814	0.0700673	-0.1	0.1	0	0	198311	
-0.414175	0.39566	0.0513814	0.0700673	-0.1	0.1	0	0	198342	
-0.414175	0.39566	0.0513814	0.0700673	-0.1	0.1	0	0	198372	
-0.264647	0.409614	0.0497015	0.0689702	0	0.1	0	0	198401	
-0.264647	0.409614	0.0497015	0.0689702	0	0.1	0	0	198432	
-0.264647	0.409614	0.0497015	0.0689702	0	0.1	0	0	198461	
-0.264647	0.409614	0.0497015	0.0689702	0	0.1	0	0	198492	
-0.225909	0.405229	0.0524982	0.0689433	0	0.1	0	0	198522	
-0.225909	0.405229	0.0524982	0.0689433	0	0.1	0	0	198552	
-0.225909	0.405229	0.0524982	0.0689433	0	0.1	0	0	198582	
-0.225909	0.405229	0.0524982	0.0689433	0	0.1	0	0	198612	
-0.225909	0.405229	0.0524982	0.0689433	0	0.1	0	0	198642	
-0.225909	0.405229	0.0524982	0.0689433	0	0.1	0	0	198672	
-0.113244	0.381289	0.0595451	0.0689202	0	0.1	0	0	198701	
-0.113244	0.381289	0.0595451	0.0689202	0	0.1	0	0	198732	
-0.113244	0.381289	0.0595451	0.0689202	0	0.1	0	0	198761	
-0.113244	0.381289	0.0595451	0.0689202	0	0.1	0	0	198792	
-0.0230423	0.360278	0.0706635	0.0736576	0	0.1	0.01	0	198821	
-0.0230423	0.360278	0.0706635	0.0736576	0	0.1	0.01	0	198852	
-0.0230423	0.360278	0.0706635	0.0736576	0	0.1	0.01	0	198882	
-0.0230423	0.360278	0.0706635	0.0736576	0	0.1	0.01	0	198912	
-0.0230423	0.360278	0.0706635	0.0736576	0	0.1	0.01	0	198942	
-0.0230423	0.360278	0.0706635	0.0736576	0	0.1	0.01	0	198972	
0.163737	0.262014	0.0972894	0.0812262	0.1	0.1	0.01	0	199001	
0.163737	0.262014	0.0972894	0.0812262	0.1	0.1	0.01	0	199032	
0.163737	0.262014	0.0972894	0.0812262	0.1	0.1	0.01	0	199062	
0.163737	0.262014	0.0972894	0.0812262	0.1	0.1	0.01	0	199092	
0.214891	0.238244	0.0945115	0.0832722	0.1	0.1	0.01	0	199122	
0.214891	0.238244	0.0945115	0.0832722	0.1	0.1	0.01	0	199152	
0.214891	0.238244	0.0945115	0.0832722	0.1	0.1	0.01	0	199181	
0.214891	0.238244	0.0945115	0.0832722	0.1	0.1	0.01	0	199212	
0.214891	0.238244	0.0945115	0.0832722	0.1	0.1	0.01	0	199241	
0.214891	0.238244	0.0945115	0.0832722	0.1	0.1	0.01	0	199272	
0.343945	0.137865	0.097492	0.0836655	0.1	0	0.01	0	199302	
0.343945	0.137865	0.097492	0.0836655	0.1	0	0.01	0	199332	
0.343945	0.137865	0.097492	0.0836655	0.1	0	0.01	0	199362	
0.405642	0.0925918	0.097863	0.0845555	0.1	0	0.01	0	199392	
0.405642	0.0925918	0.097863	0.0845555	0.1	0	0.01	0	199422	
0.405642	0.0925918	0.097863	0.0845555	0.1	0	0.01	0	199452	
0.405642	0.0925918	0.097863	0.0845555	0.1	0	0.01	0	199481	
0.405642	0.0925918	0.097863	0.0845555	0.1	0	0.01	0	199512	
0.405642	0.0925918	0.097863	0.0845555	0.1	0	0.01	0	199541	
0.405642	0.0925918	0.097863	0.0845555	0.1	0	0.01	0	199572	
0.494941	-0.0186826	0.101601	0.0893122	0.1	0	0.01	0	199602	
0.494941	-0.0186826	0.101601	0.0893122	0.1	0	0.01	0	199631	
0.494941	-0.0186826	0.101601	0.0893122	0.1	0	0.01	0	199662	
0.508288	-0.0384207	0.0995372	0.0919585	0.1	-0.1	0.01	0	199692	
0.508288	-0.0384207	0.0995372	0.0919585	0.1	-0.1	0.01	0	199722	
0.508288	-0.0384207	0.0995372	0.0919585	0.1	-0.1	0.01	0	199752	
0.508288	-0.0384207	0.0995372	0.0919585	0.1	-0.1	0.01	0	199781	
0.508288	-0.0384207	0.0995372	0.0919585	0.1	-0.1	0.01	0	199812	
0.508288	-0.0384207	0.0995372	0.0919585	0.1	-0.1	0.01	0	199842	
0.572261	-0.183634	0.083675	0.0911431	0.1	-0.1	0.01	0	199871	
0.572261	-0.183634	0.083675	0.0911431	0.1	-0.1	0.01	0	199902	
0.572261	-0.183634	0.083675	0.0911431	0.1	-0.1	0.01	0	199932	
0.572261	-0.183634	0.083675	0.0911431	0.1	-0.1	0.01	0	199962	
0.572261	-0.183634	0.083675	0.0911431	0.1	-0.1	0.01	0	199992	
0.578693	-0.273042	0.0787957	0.082091	0.1	-0.1	0.01	0	200021	
0.578693	-0.273042	0.0787957	0.082091	0.1	-0.1	0.01	0	200052	
0.578693	-0.273042	0.0787957	0.082091	0.1	-0.1	0.01	0	200081	
0.578693	-0.273042	0.0787957	0.082091	0.1	-0.1	0.01	0	200111	
0.578693	-0.273042	0.0787957	0.082091	0.1	-0.1	0.01	0	200142	
0.578693	-0.273042	0.0787957	0.082091	0.1	-0.1	0.01	0	200172	
0.554717	-0.355688	0.0709202	0.0727006	0.1	-0.1	0.01	0	200202	
0.554717	-0.355688	0.0709202	0.0727006	0.1	-0.1	0.01	0	200232	
0.554717	-0.355688	0.0709202	0.0727006	0.1	-0.1	0.01	0	200261	
0.554717	-0.355688	0.0709202	0.0727006	0.1	-0.1	0.01	0	200292	
0.518206	-0.418981	0.0601729	0.0707062	0.1	-0.1	0	0	200321	
0.518206	-0.418981	0.0601729	0.0707062	0.1	-0.1	0	0	200351	
0.518206	-0.418981	0.0601729	0.0707062	0.1	-0.1	0	0	200382	
0.518206	-0.418981	0.0601729	0.0707062	0.1	-0.1	0	0	200411	
0.518206	-0.418981	0.0601729	0.0707062	0.1	-0.1	0	0	200442	
0.518206	-0.418981	0.0601729	0.0707062	0.1	-0.1	0	0	200472	
0.443495	-0.470664	0.0561996	0.0678989	0.1	-0.1	0.01	0	200502	
0.443495	-0.470664	0.0561996	0.0678989	0.1	-0.1	0.01	0	200532	
0.443495	-0.470664	0.0561996	0.0678989	0.1	-0.1	0.01	0	200562	
0.443495	-0.470664	0.0561996	0.0678989	0.1	-0.1	0.01	0	200592	
0.383953	-0.491331	0.05211	0.0689696	0.1	-0.1	0.01	0	200622	
0.383953	-0.491331	0.05211	0.0689696	0.1	-0.1	0.01	0	200651	
0.383953	-0.491331	0.05211	0.0689696	0.1	-0.1	0.01	0	200682	
0.383953	-0.491331	0.05211	0.0689696	0.1	-0.1	0.01	0	200712	
0.383953	-0.491331	0.05211	0.0689696	0.1	-0.1	0.01	0	200742	
0.383953	-0.491331	0.05211	0.0689696	0.1	-0.1	0.01	0	200772	
0.307188	-0.500633	0.0443299	0.0735193	0.1	-0.1	0.01	0	200801	
0.307188	-0.500633	0.0443299	0.0735193	0.1	-0.1	0.01	0	200832	
0.307188	-0.500633	0.0443299	0.0735193	0.1	-0.1	0.01	0	200861	
0.307188	-0.500633	0.0443299	0.0735193	0.1	-0.1	0.01	0	200892	
0.167602	-0.489639	0.0388937	0.0749425	0.1	-0.1	0.01	0	200921	
0.167602	-0.489639	0.0388937	0.0749425	0.1	-0.1	0.01	0	200952	
0.167602	-0.489639	0.0388937	0.0749425	0.1	-0.1	0.01	0	200981	
0.167602	-0.489639	0.0388937	0.0749425	0.1	-0.1	0.01	0	201012	
0.167602	-0.489639	0.0388937	0.0749425	0.1	-0.1	0.01	0	201042	
0.167602	-0.489639	0.0388937	0.0749425	0.1	-0.1	0.01	0	201072	
0.0967398	-0.481912	0.0371165	0.0764067	0	-0.1	0.01	0	201102	
0.0967398	-0.481912	0.0371165	0.0764067	0	-0.1	0.01	0	201131	
0.0967398	-0.481912	0.0371165	0.0764067	0	-0.1	0.01	0	201162	
0.0967398	-0.481912	0.0371165	0.0764067	0	-0.1	0.01	0	201192	
-0.0121586	-0.456286	0.0286304	0.0728458	-0.1	-0.1	0.01	0	201221	
-0.0121586	-0.456286	0.0286304	0.0728458	-0.1	-0.1	0.01	0	201252	
-0.0121586	-0.456286	0.0286304	0.0728458	-0.1	-0.1	0.01	0	201281	
-0.0121586	-0.456286	0.0286304	0.0728458	-0.1	-0.1	0.01	0	201312	
-0.0121586	-0.456286	0.0286304	0.0728458	-0.1	-0.1	0.01	0	201341	
-0.0121586	-0.456286	0.0286304	0.0728458	-0.1	-0.1	0.01	0	201372	
-0.124597	-0.433935	0.0263499	0.0630788	-0.1	-0.1	0.01	0	201402	
-0.124597	-0.433935	0.0263499	0.0630788	-0.1	-0.1	0.01	0	201431	
-0.124597	-0.433935	0.0263499	0.0630788	-0.1	-0.1	0.01	0	201462	
-0.124597	-0.433935	0.0263499	0.0630788	-0.1	-0.1	0.01	0	201492	
-0.215639	-0.397232	0.0175475	0.0584612	-0.1	-0.1	0.01	0	201522	
-0.215639	-0.397232	0.0175475	0.0584612	-0.1	-0.1	0.01	0	201552	
-0.215639	-0.397232	0.0175475	0.0584612	-0.1	-0.1	0.01	0	201582	
-0.215639	-0.397232	0.0175475	0.0584612	-0.1	-0.1	0.01	0	201612	
-0.215639	-0.397232	0.0175475	0.0584612	-0.1	-0.1	0.01	0	201641	
-0.215639	-0.397232	0.0175475	0.0584612	-0.1	-0.1	0.01	0	201672	
-0.340941	-0.326706	0.0189427	0.0596834	-0.1	-0.1	0.01	0	201701	
-0.340941	-0.326706	0.0189427	0.0596834	-0.1	-0.1	0.01	0	201732	
-0.340941	-0.326706	0.0189427	0.0596834	-0.1	-0.1	0.01	0	201761	
-0.340941	-0.326706	0.0189427	0.0596834	-0.1	-0.1	0.01	0	201792	
-0.385786	-0.274512	0.022156	0.0653844	-0.1	-0.1	0.01	0	201822	
-0.385786	-0.274512	0.022156	0.0653844	-0.1	-0.1	0.01	0	201851	
-0.385786	-0.274512	0.022156	0.0653844	-0.1	-0.1	0.01	0	201882	
-0.385786	-0.274512	0.022156	0.0653844	-0.1	-0.1	0.01	0	201911	
-0.385786	-0.274512	0.022156	0.0653844	-0.1	-0.1	0.01	0	201942	
-0.455379	-0.224265	0.0158341	0.072033	-0.1	-0.1	0.01	0	201971	
-0.455379	-0.224265	0.0158341	0.072033	-0.1	-0.1	0.01	0	202002	
-0.455379	-0.224265	0.0158341	0.072033	-0.1	-0.1	0.01	0	202031	
-0.455379	-0.224265	0.0158341	0.072033	-0.1	-0.1	0.01	0	202062	
-0.455379	-0.224265	0.0158341	0.072033	-0.1	-0.1	0.01	0	202092	
-0.524032	-0.139428	0.0107004	0.0820183	-0.1	-0.1	0.01	0	202122	
-0.524032	-0.139428	0.0107004	0.0820183	-0.1	-0.1	0.01	0	202152	
-0.524032	-0.139428	0.0107004	0.0820183	-0.1	-0.1	0.01	0	202182	
-0.524032	-0.139428	0.0107004	0.0820183	-0.1	-0.1	0.01	0	202211	
-0.524032	-0.139428	0.0107004	0.0820183	-0.1	-0.1	0.01	0	202242	
-0.552967	-0.0853088	0.00036475	0.0919756	-0.1	-0.1	0.01	0	202271	
-0.552967	-0.0853088	0.00036475	0.0919756	-0.1	-0.1	0.01	0	202302	
-0.552967	-0.0853088	0.00036475	0.0919756	-0.1	-0.1	0.01	0	202331	
-0.552967	-0.0853088	0.00036475	0.0919756	-0.1	-0.1	0.01	0	202362	
-0.552967	-0.0853088	0.00036475	0.0919756	-0.1	-0.1	0.01	0	202392	
-0.592973	0.0321002	-0.0280187	0.098246	-0.1	0.1	0	0	202422	
-0.592973	0.0321002	-0.0280187	0.098246	-0.1	0.1	0	0	202452	
-0.592973	0.0321002	-0.0280187	0.098246	-0.1	0.1	0	0	202481	
-0.592973	0.0321002	-0.0280187	0.098246	-0.1	0.1	0	0	202512	
-0.592973	0.0321002	-0.0280187	0.098246	-0.1	0.1	0	0	202541	
-0.592973	0.0321002	-0.0280187	0.098246	-0.1	0.1	0	0	202572	
-0.592599	0.132751	-0.0511031	0.105635	-0.1	0.1	-0.01	0	202602	
-0.592599	0.132751	-0.0511031	0.105635	-0.1	0.1	-0.01	0	202632	
-0.592599	0.132751	-0.0511031	0.105635	-0.1	0.1	-0.01	0	202661	
-0.592599	0.132751	-0.0511031	0.105635	-0.1	0.1	-0.01	0	202692	
-0.587583	0.213741	-0.0756104	0.102253	-0.1	0.1	-0.01	0	202721	
-0.587583	0.213741	-0.0756104	0.102253	-0.1	0.1	-0.01	0	202752	
-0.587583	0.213741	-0.0756104	0.102253	-0.1	0.1	-0.01	0	202782	
-0.587583	0.213741	-0.0756104	0.102253	-0.1	0.1	-0.01	0	202811	
-0.587583	0.213741	-0.0756104	0.102253	-0.1	0.1	-0.01	0	202842	
-0.587583	0.213741	-0.0756104	0.102253	-0.1	0.1	-0.01	0	202872	
-0.564763	0.317037	-0.109921	0.102556	-0.1	0.1	-0.01	0	202902	
-0.564763	0.317037	-0.109921	0.102556	-0.1	0.1	-0.01	0	202931	
-0.564763	0.317037	-0.109921	0.102556	-0.1	0.1	-0.01	0	202962	
-0.555521	0.342866	-0.114202	0.100871	-0.1	0.1	-0.01	0	202992	
-0.555521	0.342866	-0.114202	0.100871	-0.1	0.1	-0.01	0	203022	
-0.555521	0.342866	-0.114202	0.100871	-0.1	0.1	-0.01	0	203052	
-0.555521	0.342866	-0.114202	0.100871	-0.1	0.1	-0.01	0	203081	
-0.555521	0.342866	-0.114202	0.100871	-0.1	0.1	-0.01	0	203112	
-0.555521	0.342866	-0.114202	0.100871	-0.1	0.1	-0.01	0	203142	
-0.483718	0.430667	-0.128213	0.095015	-0.1	0.1	-0.01	0	203171	
-0.483718	0.430667	-0.128213	0.095015	-0.1	0.1	-0.01	0	203202	
-0.483718	0.430667	-0.128213	0.095015	-0.1	0.1	-0.01	0	203232	
-0.483718	0.430667	-0.128213	0.095015	-0.1	0.1	-0.01	0	203262	
-0.483718	0.430667	-0.128213	0.095015	-0.1	0.1	-0.01	0	203292	
-0.416735	0.487109	-0.118557	0.0867442	-0.1	0.1	-0.01	0	203321	
-0.416735	0.487109	-0.118557	0.0867442	-0.1	0.1	-0.01	0	203352	
-0.416735	0.487109	-0.118557	0.0867442	-0.1	0.1	-0.01	0	203382	
-0.416735	0.487109	-0.118557	0.0867442	-0.1	0.1	-0.01	0	203411	
-0.416735	0.487109	-0.118557	0.0867442	-0.1	0.1	-0.01	0	203442	
-0.33426	0.519228	-0.0873833	0.0829619	0	0.1	0	0	203471	
-0.33426	0.519228	-0.0873833	0.0829619	0	0.1	0	0	203502	
-0.33426	0.519228	-0.0873833	0.0829619	0	0.1	0	0	203531	
-0.33426	0.519228	-0.0873833	0.0829619	0	0.1	0	0	203562	
-0.33426	0.519228	-0.0873833	0.0829619	0	0.1	0	0	203592	
-0.259929	0.52999	-0.0593774	0.0809833	0	0.1	0	0	203621	
